,Filename,Count
0,j.fluid.2008.03.004,780
1,j.jct.2009.09.001,450
2,je901020a,313
3,j.fluid.2013.06.021,280
4,je301082y,270
5,je5009334,264
6,j.fluid.2014.06.005,264
7,j.jct.2006.06.008,234
8,j.jct.2007.05.005,234
9,je900468u,195
10,s10765-006-0063-0,180
11,j.jct.2013.05.009,168
12,je7005727,165
13,j.jct.2009.01.008,162
14,j.jct.2009.03.009,150
15,j.jct.2007.05.016,144
16,je100734t,144
17,j.jct.2008.02.005,144
18,j.jct.2013.04.021,140
19,je400512u,126
20,je050540h,117
21,je8009336,117
22,j.jct.2007.02.008,117
23,j.jct.2008.06.001,111
24,je8000975,101
25,j.tca.2014.01.027,90
26,j.jct.2015.06.009,82
27,je5004719,72
28,j.jct.2011.06.021,71
29,j.jct.2010.07.016,70
30,je0601098,70
31,j.jct.2005.06.011,66
32,j.jct.2006.03.018,66
33,je8004613,65
34,j.tca.2005.10.008,58
35,j.jct.2008.09.018,55
36,j.jct.2005.12.005,55
37,j.jct.2009.09.013,54
38,je9005344,48
39,j.jct.2013.10.025,48
40,je060389r,48
41,s10765-013-1526-8,48
42,j.jct.2013.10.013,45
43,je900240s,44
44,je900274n,42
45,j.tca.2010.03.028,41
46,je0502142,38
47,je0500330,37
48,je901072c,36
49,je0498457,35
50,je100594u,34
51,je0501585,33
52,je9010882,32
53,j.jct.2010.10.025,32
54,j.jct.2009.01.010,32
55,je200468r,27
56,s10765-009-0665-4,24
57,j.jct.2012.08.023,21
58,j.fluid.2007.07.066,15
59,j.jct.2006.08.007,15
60,j.jct.2013.08.033,13
61,j.jct.2006.07.015,12
62,s10765-010-0719-7,11
63,j.jct.2009.06.001,10
64,j.jct.2008.09.008,10
65,je900064e,8
66,j.jct.2006.01.007,6
