,Filename,Count
0,j.fluid.2006.04.016,239
1,j.fluid.2011.11.005,228
2,je9003806,226
3,j.jct.2005.03.012,140
4,j.jct.2005.06.018,135
5,j.jct.2009.07.001,129
6,j.jct.2009.07.014,114
7,j.fluid.2009.06.015,106
8,cs.jced.5b00300,100
9,j.fluid.2012.01.007,84
10,j.fluid.2014.10.016,84
11,je0603574,76
12,je700308j,74
13,j.fluid.2010.08.024,69
14,j.fluid.2009.11.010,57
15,je900560j,57
16,j.jct.2010.07.016,56
17,j.fluid.2014.05.031,56
18,je060368,55
19,je0504212,51
20,je060086,51
21,je101031j,50
22,j.fluid.2006.03.020,45
23,j.jct.2007.12.002,45
24,j.tca.2010.03.028,42
25,j.fluid.2012.11.005,42
26,j.fluid.2005.08.001,40
27,je049836y,39
28,je060026r,38
29,je9001416,38
30,j.fluid.2004.12.013,38
31,j.jct.2014.01.002,36
32,je050085p,34
33,je0498457,33
34,je900077g,27
35,j.fluid.2007.03.017,21
36,je100897y,21
37,je7005743,19
38,je049852v,19
39,j.fluid.2008.06.011,17
40,j.jct.2013.06.018,16
41,je8004613,16
42,j.jct.2006.08.011,16
43,j.fluid.2010.02.012,15
44,je200851a,15
45,je8007606,15
46,je100019r,15
47,j.jct.2015.01.013,9
48,je900347f,9
