,Filename,Count
0,j.jct.2011.08.016,1500
1,j.fluid.2008.03.004,1170
2,j.jct.2007.04.005,1031
3,je200527t,1016
4,j.jct.2011.02.018,988
5,j.jct.2007.11.009,968
6,j.jct.2008.11.006,897
7,j.fluid.2006.05.032,819
8,j.jct.2013.05.051,756
9,j.fluid.2013.08.007,756
10,j.jct.2005.03.016,720
11,j.jct.2007.01.015,647
12,j.fluid.2005.05.023,639
13,j.jct.2006.09.013,613
14,j.fluid.2013.11.031,600
15,je050261u,585
16,j.jct.2013.05.004,489
17,j.jct.2014.01.020,450
18,j.jct.2012.09.026,433
19,je200373q,423
20,je901020a,417
21,j.fluid.2014.06.005,396
22,j.jct.2007.01.009,387
23,je8004694,384
24,j.jct.2010.10.018,360
25,j.jct.2005.05.020,356
26,je700428f,354
27,je060496,352
28,j.jct.2013.09.039,345
29,j.jct.2011.08.012,324
30,j.jct.2012.12.003,324
31,je400529k,319
32,je201184b,319
33,je501041r,318
34,j.jct.2009.06.016,318
35,je4004806,308
36,j.jct.2011.06.006,300
37,j.tca.2013.07.012,296
38,je050416y,294
39,j.fluid.2013.06.021,280
40,j.fluid.2006.12.011,273
41,je301082y,270
42,je300632p,264
43,je5009334,264
44,j.jct.2007.10.010,256
45,j.jct.2010.08.019,252
46,je300827f,240
47,je8000975,235
48,j.jct.2006.06.008,234
49,j.jct.2007.05.005,234
50,je700300y,231
51,s10765-009-0667-2,220
52,j.jct.2005.03.006,215
53,j.jct.2005.06.010,212
54,j.jct.2004.09.014,210
55,j.jct.2006.03.018,198
56,je049776w,198
57,j.jct.2005.06.011,198
58,je8001305,196
59,je700672f,195
60,je900468u,194
61,je100734t,192
62,je700140j,189
63,je0501639,189
64,je050484k,168
65,j.jct.2013.05.009,168
66,je900478c,166
67,je7005727,165
68,j.jct.2005.12.005,165
69,je060335h,164
70,j.fluid.2015.07.012,164
71,j.jct.2009.01.008,162
72,cs.jced.5b00031,160
73,j.jct.2007.06.014,157
74,je050540h,156
75,je060179e,155
76,j.tca.2012.04.002,154
77,cs.jced.5b00009,154
78,je900722,153
79,je700580g,150
80,j.jct.2009.03.009,150
81,j.fluid.2012.09.007,144
82,j.jct.2007.05.016,144
83,j.jct.2011.06.021,144
84,j.jct.2008.02.005,144
85,je301095j,143
86,j.jct.2013.04.021,140
87,je400361k,138
88,s10765-008-0390-4,138
89,j.jct.2008.09.006,135
90,je050376y,132
91,je800497u,132
92,je0504156,132
93,j.jct.2010.10.025,128
94,je800504n,128
95,je400512u,126
96,je800664z,126
97,j.fluid.2007.01.001,126
98,je700281z,123
99,j.jct.2013.11.036,121
100,je700254t,120
101,j.jct.2007.02.008,117
102,j.jct.2013.12.028,117
103,je8009336,117
104,j.jct.2008.06.001,111
105,je0502546,110
106,je800150h,108
107,j.fluid.2011.01.018,108
108,je5004719,108
109,j.jct.2009.09.001,102
110,je8008073,100
111,j.fluid.2014.05.032,100
112,j.tca.2013.03.010,99
113,je600554h,99
114,j.jct.2013.10.025,96
115,je9005344,96
116,je101173w,95
117,j.jct.2012.08.033,90
118,j.jct.2009.06.014,90
119,j.jct.2013.10.013,90
120,je3011634,89
121,j.fluid.2013.01.025,85
122,j.jct.2014.06.031,85
123,je1009976,85
124,j.jct.2004.12.002,84
125,je0602519,84
126,je201009c,84
127,j.jct.2012.05.033,84
128,j.jct.2009.11.018,84
129,j.jct.2015.06.009,83
130,j.jct.2007.09.004,78
131,je050200w,77
132,j.jct.2007.05.004,76
133,j.jct.2010.04.018,75
134,je800831d,74
135,je050085p,73
136,je901072c,72
137,j.jct.2012.07.018,72
138,je0601098,70
139,j.jct.2011.10.009,70
140,je100484n,70
141,j.jct.2009.04.001,69
142,j.jct.2010.09.008,67
143,je100823t,66
144,j.fluid.2014.10.013,64
145,je8004613,64
146,je900954y,63
147,je900274n,63
148,je049655w,63
149,je900966r,60
150,j.jct.2012.11.017,60
151,je800940j,60
152,je9010882,57
153,je060238o,57
154,je700344f,56
155,je0600799,55
156,je401101u,55
157,j.jct.2013.06.020,54
158,j.fluid.2012.08.005,54
159,j.jct.2009.09.013,50
160,j.jct.2011.07.008,48
161,je500886a,48
162,j.jct.2008.09.018,48
163,je4003515,48
164,je060389r,48
165,s10765-013-1526-8,48
166,je900240s,44
167,j.jct.2009.07.017,44
168,je100757w,42
169,je9010486,40
170,je9001416,39
171,je900807v,39
172,j.fluid.2012.06.031,39
173,j.fluid.2009.12.019,39
174,j.fluid.2010.05.017,39
175,j.jct.2010.05.009,39
176,je0502142,38
177,je0500330,37
178,j.jct.2005.05.004,37
179,j.jct.2006.01.012,37
180,je9004933,37
181,j.jct.2006.07.015,36
182,j.fluid.2008.06.019,33
183,je049610v,33
184,je100390b,33
185,je100594u,33
186,j.fluid.2015.01.002,33
187,j.fluid.2011.03.030,33
188,s10765-010-0719-7,33
189,j.jct.2010.01.008,33
190,je200468r,27
191,je300670n,27
192,s10765-009-0622-2,27
193,je060017i,27
194,je700700f,26
195,j.jct.2005.02.006,26
196,j.fluid.2011.11.022,24
197,je101197a,24
198,s10765-009-0665-4,24
199,je300737t,24
200,je600578u,22
201,je900557u,22
202,j.jct.2013.05.040,22
203,j.jct.2012.08.023,21
204,j.jct.2009.06.001,20
205,je8004479,20
206,j.fluid.2011.06.007,19
207,j.fluid.2007.04.009,19
208,j.jct.2010.03.011,19
209,j.jct.2007.05.010,18
210,je500982g,18
211,je300631s,18
212,je600565,18
213,j.jct.2011.06.013,18
214,je0504111,18
215,je2011314,17
216,je201010s,17
217,j.jct.2006.08.011,17
218,je9000697,16
219,je200145r,16
220,je2003622,16
221,je900643r,16
222,je900743e,15
223,je700618y,15
224,j.fluid.2007.07.066,15
225,j.fluid.2012.03.025,13
226,je201140q,13
227,j.fluid.2014.09.024,13
228,j.fluid.2011.11.016,13
229,j.jct.2011.11.027,13
