,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Temperature, K","Pressure, kPa","Excess molar enthalpy (molar enthalpy of mixing), kJ/mol","Excess molar enthalpy (molar enthalpy of mixing), kJ/mol_std"
265158,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.1568,300.0,101.0,0.0445,0.000445
265159,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.2326,300.0,101.0,0.0631,0.000631
265160,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.3085,300.0,101.0,0.0731,0.000731
265161,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.3888,300.0,101.0,0.0843,0.000843
265162,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.4614,300.0,101.0,0.0946,0.000946
265163,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.547,300.0,101.0,0.0989,0.000989
265164,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.6359,300.0,101.0,0.0964,0.000964
265165,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.7223,300.0,101.0,0.0859,0.000859
265166,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.8063,300.0,101.0,0.0696,0.000696
265167,j.jct.2012.02.037,1-propanol,cyclohexyl alcohol,CCCO,OC1CCCCC1,propyl alcohol__cyclohexyl alcohol,0.901,300.0,101.0,0.0409,0.000409
265168,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.0976,300.0,101.0,0.0374,0.000374
265169,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.1867,300.0,101.0,0.0599,0.000599
265170,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.3025,300.0,101.0,0.0895,0.000895
265171,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.3622,300.0,101.0,0.1007,0.001007
265172,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.4484,300.0,101.0,0.1133,0.001133
265173,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.5609,300.0,101.0,0.1168,0.001168
265174,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.6402,300.0,101.0,0.1168,0.001168
265175,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.7119,300.0,101.0,0.1091,0.001091
265176,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.7842,300.0,101.0,0.0922,0.000922
265177,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.785,300.0,101.0,0.0935,0.000935
265178,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.8549,300.0,101.0,0.0705,0.000705
265179,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.8747,300.0,101.0,0.0591,0.000591
265180,j.jct.2012.02.037,1-butanol,cyclohexyl alcohol,CCCCO,OC1CCCCC1,n-butyl alcohol__cyclohexyl alcohol,0.9059,300.0,101.0,0.0462,0.000462
265181,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.0883,300.0,101.0,0.0686,0.000686
265182,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.1688,300.0,101.0,0.1182,0.001182
265183,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.2501,300.0,101.0,0.1468,0.001468
265184,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.337,300.0,101.0,0.1659,0.001659
265185,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.456,300.0,101.0,0.1764,0.001764
265186,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.5436,300.0,101.0,0.1772,0.001772
265187,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.6255,300.0,101.0,0.1637,0.001637
265188,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.7119,300.0,101.0,0.1454,0.001454
265189,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.8026,300.0,101.0,0.1169,0.001169
265190,j.jct.2012.02.037,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1,ethanol__cyclohexyl alcohol,0.9062,300.0,101.0,0.0671,0.000671
265191,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.0817,300.0,101.0,0.0678,0.000678
265192,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.1653,300.0,101.0,0.1155,0.001155
265193,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.2454,300.0,101.0,0.1491,0.001491
265194,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.3436,300.0,101.0,0.1793,0.001793
265195,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.5462,300.0,101.0,0.1949,0.001949
265196,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.6326,300.0,101.0,0.1887,0.001887
265197,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.7173,300.0,101.0,0.1694,0.001694
265198,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.8036,300.0,101.0,0.1245,0.001245
265199,j.jct.2012.02.037,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1,2-propanol__cyclohexyl alcohol,0.9097,300.0,101.0,0.0721,0.000721
265200,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.0831,300.0,101.0,0.0468,0.000468
265201,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.0874,300.0,101.0,0.0489,0.000489
265202,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.1613,300.0,101.0,0.0793,0.000793
265203,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.1704,300.0,101.0,0.0841,0.000841
265204,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.2787,300.0,101.0,0.1189,0.001189
265205,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.3304,300.0,101.0,0.1273,0.001273
265206,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.4131,300.0,101.0,0.1398,0.001398
265207,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.5657,300.0,101.0,0.1502,0.001502
265208,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.6512,300.0,101.0,0.1517,0.001517
265209,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.7441,300.0,101.0,0.1358,0.001358
265210,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.7557,300.0,101.0,0.1336,0.001336
265211,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.8271,300.0,101.0,0.1035,0.001035
265212,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.8352,300.0,101.0,0.0997,0.000997
265213,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.9129,300.0,101.0,0.0535,0.000535
265214,j.jct.2012.02.037,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1,butan-2-ol__cyclohexyl alcohol,0.9201,300.0,101.0,0.0531,0.000531
342024,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.0699,298.15,101.0,0.428,0.00428
342025,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.1182,298.15,101.0,0.522,0.00522
342026,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.2088,298.15,101.0,0.62,0.0062
342027,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.3839,298.15,101.0,0.661,0.00661
342028,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.4743,298.15,101.0,0.635,0.00635
342029,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.5332,298.15,101.0,0.595,0.00595
342030,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.6744,298.15,101.0,0.48,0.0048
342031,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.7196,298.15,101.0,0.433,0.00433
342032,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.7698,298.15,101.0,0.379,0.00379
342033,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.7701,298.15,101.0,0.37,0.0037
342034,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.8193,298.15,101.0,0.301,0.00301
342035,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.8566,298.15,101.0,0.253,0.00253
342036,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.8909,298.15,101.0,0.202,0.00202
342037,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.8974,298.15,101.0,0.194,0.00194
342038,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.9343,298.15,101.0,0.129,0.00129
342039,j.jct.2013.06.018,1-propanol,heptane,CCCO,CCCCCCC,1-propanol__heptane,0.9675,298.15,101.0,0.067,0.00067
380474,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.0524,298.15,101.0,0.034,0.00034
380475,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.1136,298.15,101.0,0.071,0.00071
380476,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.1603,298.15,101.0,0.097,0.00097
380477,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.2014,298.15,101.0,0.118,0.00118
380478,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.2485,298.15,101.0,0.14,0.0014
380479,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.3022,298.15,101.0,0.164,0.00164
380480,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.3647,298.15,101.0,0.185,0.00185
380481,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.4379,298.15,101.0,0.205,0.00205
380482,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.4819,298.15,101.0,0.213,0.00213
380483,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.5388,298.15,101.0,0.22,0.0022
380484,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.5621,298.15,101.0,0.221,0.00221
380485,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.6166,298.15,101.0,0.22,0.0022
380486,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.6576,298.15,101.0,0.216,0.00216
380487,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.7177,298.15,101.0,0.202,0.00202
380488,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.7702,298.15,101.0,0.182,0.00182
380489,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.8085,298.15,101.0,0.164,0.00164
380490,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.8623,298.15,101.0,0.133,0.00133
380491,j.jct.2014.01.002,hexane,cyclohexane,CCCCCC,C1CCCCC1,hexane__cyclohexane,0.9276,298.15,101.0,0.08,0.0008
380492,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.0241,298.15,101.0,0.287,0.00287
380493,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.0501,298.15,101.0,0.355,0.00355
380494,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.1085,298.15,101.0,0.431,0.00431
380495,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.1504,298.15,101.0,0.47,0.0047
380496,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.1912,298.15,101.0,0.506,0.00506
380497,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.2341,298.15,101.0,0.53,0.0053
380498,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.2905,298.15,101.0,0.538,0.00538
380499,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.3433,298.15,101.0,0.543,0.00543
380500,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.3934,298.15,101.0,0.536,0.00536
380501,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.4452,298.15,101.0,0.523,0.00523
380502,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.5771,298.15,101.0,0.411,0.00411
380503,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.5794,298.15,101.0,0.412,0.00412
380504,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.6531,298.15,101.0,0.334,0.00334
380505,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.6979,298.15,101.0,0.281,0.00281
380506,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.7463,298.15,101.0,0.224,0.00224
380507,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.803,298.15,101.0,0.154,0.00154
380508,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.0573,298.15,101.0,0.371,0.00371
380509,j.jct.2014.01.002,1-pentanol,hexane,CCCCCO,CCCCCC,1-pentanol__hexane,0.9021,298.15,101.0,0.063,0.00063
434218,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.9005,298.15,101.0,0.239,0.005736
434219,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8005,298.15,101.0,0.438,0.010512
434220,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.701,298.15,101.0,0.6,0.0144
434221,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.6011,298.15,101.0,0.723,0.017352
434222,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.5016,298.15,101.0,0.801,0.019224
434223,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.4014,298.15,101.0,0.831,0.019944
434224,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.3009,298.15,101.0,0.801,0.019224
434225,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.2009,298.15,101.0,0.702,0.016848
434226,j.jct.2015.01.013,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.0995,298.15,101.0,0.519,0.012456
484529,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.0816,298.15,101.3,0.131,0.00131
484530,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.1472,298.15,101.3,0.225,0.00225
484531,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.1747,298.15,101.3,0.265,0.00265
484532,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.2383,298.15,101.3,0.345,0.00345
484533,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.2404,298.15,101.3,0.345,0.00345
484534,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.3312,298.15,101.3,0.428,0.00428
484535,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.3912,298.15,101.3,0.457,0.00457
484536,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.4867,298.15,101.3,0.486,0.00486
484537,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.6601,298.15,101.3,0.437,0.00437
484538,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.7157,298.15,101.3,0.392,0.00392
484539,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.7399,298.15,101.3,0.371,0.00371
484540,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.7773,298.15,101.3,0.337,0.00337
484541,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.8129,298.15,101.3,0.305,0.00305
484542,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.8723,298.15,101.3,0.231,0.00231
484543,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.895,298.15,101.3,0.2,0.002
484544,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.9285,298.15,101.3,0.141,0.00141
484545,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.9632,298.15,101.3,0.082,0.00082
484546,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.9235,298.15,101.3,0.173,0.00173
484547,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.9459,298.15,101.3,0.126,0.00126
484548,j.fluid.2004.12.013,nonane,methyl tert-butyl ether,CCCCCCCCC,COC(C)(C)C,nonane__methyl tert-butyl ether,0.9573,298.15,101.3,0.104,0.00104
484549,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.0545,298.15,101.3,0.414,0.00414
484550,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.0997,298.15,101.3,0.516,0.00516
484551,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.1605,298.15,101.3,0.59,0.0059
484552,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.2245,298.15,101.3,0.648,0.00648
484553,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.2862,298.15,101.3,0.681,0.00681
484554,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.3535,298.15,101.3,0.694,0.00694
484555,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.4025,298.15,101.3,0.689,0.00689
484556,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.4455,298.15,101.3,0.687,0.00687
484557,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.4998,298.15,101.3,0.67,0.0067
484558,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.5489,298.15,101.3,0.637,0.00637
484559,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.6006,298.15,101.3,0.593,0.00593
484560,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.6527,298.15,101.3,0.541,0.00541
484561,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.7058,298.15,101.3,0.469,0.00469
484562,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.7524,298.15,101.3,0.41,0.0041
484563,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.7962,298.15,101.3,0.33,0.0033
484564,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.8478,298.15,101.3,0.257,0.00257
484565,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.8935,298.15,101.3,0.172,0.00172
484566,j.fluid.2004.12.013,1-pentanol,nonane,CCCCCO,CCCCCCCCC,1-pentanol__nonane,0.9382,298.15,101.3,0.086,0.00086
495166,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.0544,298.15,101.325,0.28,0.0042
495167,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.1056,298.15,101.325,0.4149,0.0062235
495168,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.1538,298.15,101.325,0.4796,0.007194
495169,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.1994,298.15,101.325,0.5273,0.0079095
495170,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.2426,298.15,101.325,0.5503,0.0082545
495171,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.2835,298.15,101.325,0.5687,0.0085305
495172,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.3592,298.15,101.325,0.5795,0.0086925
495173,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.4277,298.15,101.325,0.5678,0.008517
495174,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.4596,298.15,101.325,0.5607,0.0084105
495175,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.49,298.15,101.325,0.5637,0.0084555
495176,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.5191,298.15,101.325,0.5564,0.008346
495177,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.5992,298.15,101.325,0.5122,0.007683
495178,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.6472,298.15,101.325,0.4843,0.0072645
495179,j.fluid.2005.08.001,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.7125,298.15,101.325,0.4453,0.0066795
