,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Speed of sound, m/s","Speed of sound, m/s_std"
101142,j.jct.2007.02.008,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.7992,1078,0
101143,j.jct.2007.02.008,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.9007,1097,0
101144,j.jct.2007.02.008,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,0.9505,1110,0
101145,j.jct.2007.02.008,ethanol,hexane,CCO,CCCCCC,ethanol__hexane,1,1127,0
101224,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0,1153,0
101225,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.0327,1148,0
101226,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.0941,1145,0
101227,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.1993,1140,0
101228,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.3015,1137,0
101229,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.3967,1135,0
101230,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.498,1133,0
101231,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.5896,1133,0
101232,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.6993,1133,0
101233,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.8002,1136,0
101234,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.902,1143,0
101235,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.9502,1150,0
101236,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,1,1160,0
101237,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0,1131,0
101238,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.0327,1127,0
101239,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.0941,1123,0
101240,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.1993,1119,0
101241,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.3015,1116,0
101242,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.3967,1114,0
101243,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.498,1113,0
101244,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.5896,1112,0
101245,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.6993,1113,0
101246,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.8002,1117,0
101247,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.902,1125,0
101248,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.9502,1133,0
101249,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,1,1143,0
101250,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0,1110,0
101251,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.0327,1105,0
101252,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.0941,1101,0
101253,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.1993,1097,0
101254,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.3015,1094,0
101255,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.3967,1093,0
101256,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.498,1092,0
101257,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.5896,1092,0
101258,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.6993,1094,0
101259,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.8002,1098,0
101260,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.902,1108,0
101261,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,0.9502,1115,0
101262,j.jct.2007.02.008,ethanol,heptane,CCO,CCCCCCC,ethanol__heptane,1,1127,0
101692,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0,1279,0
101693,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.0501,1264,0
101694,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.098,1254,0
101695,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.1962,1237,0
101696,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.2999,1223,0
101697,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.3985,1210,0
101698,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.4961,1200,0
101699,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.6033,1189,0
101700,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.7017,1180,0
101701,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8,1171,0
101702,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8892,1164,0
101703,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.9531,1160,0
101704,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,1,1156,0
101705,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0,1256,0
101706,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.0501,1240,0
101707,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.098,1231,0
101708,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.1962,1214,0
101709,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.2999,1200,0
101710,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.3985,1188,0
101711,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.4961,1178,0
101712,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.6033,1167,0
101713,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.7017,1159,0
101714,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8,1152,0
101715,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8892,1145,0
101716,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.9531,1141,0
101717,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,1,1139,0
101718,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0,1219,0
101719,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.0501,1205,0
101720,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.098,1196,0
101721,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.1962,1182,0
101722,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.2999,1169,0
101723,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.3985,1159,0
101724,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.4961,1150,0
101725,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.6033,1143,0
101726,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.7017,1136,0
101727,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8,1130,0
101728,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.8892,1125,0
101729,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,0.9531,1122,0
101730,j.jct.2007.02.008,2-propanol,cyclohexane,CC(C)O,C1CCCCC1,2-propanol__cyclohexane,1,1121,0
107139,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0,1184.63,1
107140,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.049,1165.55,1
107141,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.102,1147.2,1
107142,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.204,1114.67,1
107143,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.299,1086.28,1
107144,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.393,1060.04,1
107145,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.494,1034.18,1
107146,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.589,1011.67,1
107147,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.696,988.29,1
107148,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.799,965.1,1
107149,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.906,942.92,1
107150,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.953,933.45,1
107151,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,1,922.48,1
107152,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0,1345.47,1
107153,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.049,1327.24,1
107154,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.102,1308.32,1
107155,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.204,1274.76,1
107156,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.299,1245.62,1
107157,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.393,1219.11,1
107158,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.494,1192.07,1
107159,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.589,1168.61,1
107160,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.696,1143.51,1
107161,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.799,1120.27,1
107162,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.906,1097.58,1
107163,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.953,1087.8,1
107164,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,1,1078.87,1
107165,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0,1298.27,1
107166,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.049,1279.97,1
107167,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.102,1261.43,1
107168,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.204,1228.32,1
107169,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.299,1199.43,1
107170,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.393,1173,1
107171,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.494,1146.5,1
107172,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.589,1123.56,1
107173,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.696,1099.04,1
107174,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.799,1075.74,1
107175,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.906,1053.27,1
107176,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,0.953,1043.98,1
107177,j.jct.2007.05.005,benzene,tert-butyl ethyl ether,c1ccccc1,CCOC(C)(C)C,benzene__tert-butyl ethyl ether,1,1033.23,1
107217,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0,1347.5,1
107218,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.052,1332.13,1
107219,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.108,1315.25,1
107220,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.217,1282.61,1
107221,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.301,1258.92,1
107222,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.41,1227.96,1
107223,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.505,1202.71,1
107224,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.615,1173.52,1
107225,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.701,1151.45,1
107226,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.805,1125.27,1
107227,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.897,1102.84,1
107228,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.95,1089.79,1
107229,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,1,1078.87,1
107230,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0,1303.44,1
107231,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.052,1288.26,1
107232,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.108,1271.34,1
107233,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.217,1238.11,1
107234,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.301,1214.71,1
107235,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.41,1183.56,1
107236,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.505,1158.12,1
107237,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.615,1129.12,1
107238,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.701,1107.03,1
107239,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.805,1080.53,1
107240,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.897,1058.16,1
107241,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.95,1044.99,1
107242,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,1,1033.23,1
107243,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0,1196.6,1
107244,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.052,1181.64,1
107245,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.108,1163.97,1
107246,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.217,1130.58,1
107247,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.301,1106.48,1
107248,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.41,1074.97,1
107249,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.505,1049.33,1
107250,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.615,1019.69,1
107251,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.701,997.51,1
107252,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.805,970.75,1
107253,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.897,948.16,1
107254,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,0.95,934.78,1
107255,j.jct.2007.05.005,toluene,tert-butyl ethyl ether,Cc1ccccc1,CCOC(C)(C)C,toluene__tert-butyl ethyl ether,1,922.48,1
107295,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0,1359.11,1
107296,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.062,1341.59,1
107297,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.122,1324.36,1
107298,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.239,1291.09,1
107299,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.353,1258.94,1
107300,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.455,1230.06,1
107301,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.556,1201.7,1
107302,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.653,1174.25,1
107303,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.746,1148.27,1
107304,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.834,1123.25,1
107305,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.918,1099.66,1
107306,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.959,1087.96,1
107307,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,1,1076.43,1
107308,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0,1316.23,1
107309,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.062,1298.45,1
107310,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.122,1281.05,1
107311,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.239,1247.29,1
107312,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.353,1214.82,1
107313,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.455,1185.66,1
107314,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.556,1157.13,1
107315,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.653,1129.35,1
107316,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.746,1103.19,1
107317,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.834,1077.88,1
107318,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.918,1054.05,1
107319,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.959,1042.25,1
107320,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,1,1031.01,1
107321,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0,1213.59,1
107322,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.062,1195.21,1
107323,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.122,1177.25,1
107324,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.239,1142.49,1
