;Filename;Count
0;j.fluid.2008.03.004;2340
1;s10765-007-0223-;1812
2;j.jct.2011.08.016;1500
3;je200721d;1500
4;je034005y;1386
5;je0340755;1130
6;je4001203;1069
7;j.jct.2007.04.005;1031
8;je200527t;1016
9;j.jct.2011.02.018;988
10;j.jct.2007.11.009;968
11;j.jct.2008.11.006;897
12;j.jct.2004.10.001;893
13;j.fluid.2013.06.041;884
14;je400361k;852
15;j.jct.2013.11.014;845
16;je901020a;834
17;je300175w;830
18;j.fluid.2006.05.032;819
19;j.fluid.2014.06.005;792
20;j.jct.2004.07.019;788
21;j.jct.2013.05.051;756
22;j.fluid.2013.08.007;756
23;je049671t;745
24;j.jct.2012.06.012;720
25;j.jct.2005.03.016;720
26;je034101z;650
27;je201184b;650
28;j.jct.2011.08.012;648
29;j.jct.2007.01.015;647
30;j.fluid.2005.05.023;639
31;je800593p;620
32;j.jct.2006.09.013;613
33;j.fluid.2013.11.031;600
34;je050261u;585
35;j.fluid.2013.06.021;560
36;j.jct.2009.09.001;552
37;je301082y;540
38;je5009334;528
39;je500914a;504
40;j.jct.2013.05.004;489
41;je8000975;470
42;j.jct.2006.06.008;468
43;j.jct.2007.05.005;468
44;j.jct.2014.01.020;450
45;j.jct.2012.09.026;433
46;je200373q;423
47;je900468u;389
48;j.jct.2007.01.009;387
49;je100734t;384
50;je8004694;384
51;j.jct.2006.08.009;363
52;j.jct.2010.10.018;360
53;j.jct.2005.05.020;356
54;je700428f;354
55;je060496;352
56;je800024u;352
57;j.jct.2013.09.039;345
58;j.jct.2013.05.009;336
59;je7005727;330
60;j.jct.2009.01.008;324
61;j.jct.2012.12.003;324
62;cs.jced.5b00031;320
63;j.jct.2012.10.023;320
64;je400529k;319
65;j.jct.2009.06.016;318
66;je501041r;318
67;j.tca.2012.04.002;308
68;je4004806;308
69;je030136n;302
70;j.jct.2009.03.009;300
71;j.jct.2011.06.006;300
72;j.tca.2013.07.012;296
73;je050416y;294
74;j.jct.2007.05.016;288
75;j.jct.2008.02.005;288
76;j.jct.2011.06.021;287
77;je030207i;285
78;j.jct.2013.04.021;280
79;j.fluid.2006.12.011;273
80;je050540h;273
81;j.tca.2014.01.027;270
82;j.jct.2008.09.006;267
83;j.jct.2005.03.024;264
84;je700499d;264
85;j.jct.2007.06.010;264
86;j.jct.2006.03.018;264
87;s10765-015-1980-6;264
88;j.jct.2005.06.011;264
89;j.jct.2006.02.001;264
90;je300632p;264
91;j.jct.2010.10.025;256
92;j.jct.2007.10.010;256
93;je400512u;252
94;j.jct.2010.08.019;252
95;j.fluid.2007.01.001;252
96;je700281z;246
97;je300827f;240
98;j.fluid.2006.04.016;239
99;j.jct.2007.02.008;234
100;je8009336;234
101;je700300y;231
102;j.fluid.2011.11.005;228
103;je060490w;228
104;je9003806;226
105;j.tca.2008.07.011;225
106;j.fluid.2005.10.022;223
107;j.jct.2008.06.001;222
108;je5007532;222
109;s10765-009-0667-2;220
110;j.jct.2005.12.005;220
111;je0302304;216
112;je5004719;216
113;j.jct.2005.03.006;215
114;j.jct.2005.06.010;212
115;j.jct.2010.07.016;210
116;j.jct.2004.09.014;210
117;cs.jced.5b00613;200
118;je049776w;198
119;je8001305;196
120;je700672f;195
121;je9005344;192
122;j.jct.2013.10.025;192
123;je050367p;189
124;je0501639;189
125;je700140j;189
126;je700626v;189
127;je050031f;189
128;je301352v;187
129;j.jct.2008.12.004;186
130;je400184t;185
131;je049691v;180
132;j.jct.2013.10.013;180
133;s10765-006-0063-0;180
134;j.jct.2004.07.015;176
135;je050085p;175
136;j.jct.2009.11.018;168
137;je050484k;168
138;j.tca.2009.07.002;168
139;je900478c;166
140;j.jct.2004.09.021;165
141;j.jct.2015.06.009;165
142;je060335h;164
143;j.fluid.2015.07.012;164
144;j.jct.2007.06.014;157
145;j.jct.2007.09.004;156
146;je034208;156
147;je060179e;155
148;j.jct.2007.03.012;155
149;cs.jced.5b00009;154
150;je700308j;154
151;je900722;153
152;je700580g;150
153;je400055v;150
154;j.jct.2010.04.018;150
155;j.jct.2005.04.019;149
156;j.jct.2011.09.008;145
157;je8004613;145
158;j.jct.2009.09.013;144
159;je901072c;144
160;je049685z;144
161;j.fluid.2012.09.007;144
162;je301095j;143
163;j.jct.2005.03.012;140
164;je0601098;140
165;s10765-008-0390-4;138
166;j.jct.2009.04.001;138
167;j.tca.2005.10.008;136
168;j.jct.2005.06.018;135
169;j.tca.2012.05.036;135
170;je800497u;132
171;je300899n;132
172;je0504156;132
173;je049556i;132
174;je050376y;132
175;j.jct.2010.09.008;131
176;j.jct.2007.04.011;130
177;j.jct.2009.07.001;129
178;je800504n;128
179;je060368;128
180;j.jct.2009.01.010;128
181;je900274n;126
182;je800664z;126
183;j.tca.2010.03.028;125
184;j.jct.2007.11.013;122
185;j.jct.2013.11.036;121
186;je0256028;121
187;je700254t;120
188;j.jct.2013.12.028;117
189;je049912;116
190;je049738c;114
191;j.jct.2009.07.014;114
192;je5004912;114
193;je049807n;114
194;je0502546;110
195;j.jct.2013.06.020;108
196;je800150h;108
197;j.fluid.2011.01.018;108
198;j.jct.2012.05.033;106
199;j.fluid.2009.06.015;106
200;je100888h;105
201;j.jct.2008.09.018;103
202;je8008073;100
203;j.fluid.2014.05.032;100
204;cs.jced.5b00300;100
205;je600554h;99
206;j.tca.2013.03.010;99
207;je900938b;99
208;je0498457;97
209;s10765-013-1526-8;96
210;je060389r;96
211;j.jct.2013.05.011;95
212;je101173w;95
213;j.fluid.2005.08.001;94
214;je060017i;94
215;je0341918;91
216;j.jct.2005.02.006;90
217;j.jct.2009.06.014;90
218;j.jct.2012.08.033;90
219;je3011634;89
220;je9010882;89
221;je900240s;88
222;je030107c;88
223;je4003916;88
224;je0342062;87
225;je060395n;86
226;je034017j;86
227;j.fluid.2013.01.025;85
228;j.jct.2014.06.031;85
229;je0504212;85
230;je1009976;85
231;je0201323;84
232;j.fluid.2012.01.007;84
233;j.jct.2004.12.002;84
234;je201009c;84
235;j.fluid.2012.11.005;84
236;j.fluid.2014.10.016;84
237;je0602519;84
238;je020149;82
239;je400423u;80
240;je901063s;80
241;j.jct.2011.04.006;79
242;j.jct.2010.05.009;78
243;je030167i;78
244;j.fluid.2012.06.031;78
245;je050200w;77
246;je9001416;77
247;je020140j;77
248;je0502142;76
249;j.jct.2007.05.004;76
250;je060026r;76
251;je0603574;76
252;j.jct.2014.09.020;75
253;je020195;75
254;je0500330;74
255;je800831d;74
256;j.jct.2014.05.020;74
257;j.jct.2012.07.018;72
258;je100484n;70
259;j.jct.2011.10.009;70
260;j.fluid.2010.08.024;69
261;j.fluid.2005.07.013;69
262;je049943s;68
263;j.jct.2012.02.037;68
264;je9004933;68
265;je100594u;67
266;je0501585;66
267;je030196t;66
268;je100823t;66
269;j.jct.2005.09.004;66
270;j.jct.2013.08.033;65
271;j.fluid.2014.10.013;64
272;je049655w;63
273;je900954y;63
274;je050010;63
275;j.jct.2013.05.014;63
276;j.tca.2009.06.004;62
277;je060086;61
278;je100897y;61
279;j.jct.2005.10.011;60
280;je900966r;60
281;je800940j;60
282;j.jct.2012.11.017;60
283;je100095p;57
284;j.fluid.2009.11.010;57
285;je900560j;57
286;je060238o;57
287;je034279;57
288;je700344f;56
289;j.fluid.2014.05.031;56
290;j.jct.2010.08.006;55
291;je0600799;55
292;je401101u;55
293;j.fluid.2012.08.005;54
294;j.fluid.2007.06.007;54
295;je200468r;54
296;je300670n;54
297;je049540s;50
298;je101031j;50
299;j.jct.2006.07.015;48
300;s10765-009-0665-4;48
301;je4003515;48
302;je500886a;48
303;j.jct.2011.07.008;48
304;j.jct.2010.10.002;46
305;j.jct.2014.12.015;46
306;j.fluid.2006.03.020;45
307;j.jct.2007.12.002;45
308;j.jct.2009.07.017;44
309;je049610v;44
310;je049609w;44
311;je049960h;44
312;s10765-010-0719-7;44
313;je030133a;42
314;je100757w;42
315;j.jct.2012.08.023;42
316;je9010486;40
317;j.jct.2009.06.001;40
318;j.fluid.2010.05.017;39
319;j.fluid.2009.12.019;39
320;je900807v;39
321;je700460w;39
322;je049836y;39
323;j.jct.2004.12.005;38
324;j.fluid.2011.06.007;38
325;j.fluid.2004.12.013;38
326;je0201370;38
327;je0497294;38
328;j.jct.2005.05.004;37
329;j.jct.2006.01.012;37
