;Filename;Count
0;j.fluid.2006.04.016;239
1;j.fluid.2011.11.005;228
2;je9003806;226
3;j.jct.2005.03.012;140
4;j.jct.2005.06.018;135
5;j.jct.2009.07.001;129
6;j.jct.2009.07.014;114
7;j.fluid.2009.06.015;106
8;je050085p;102
9;cs.jced.5b00300;100
10;je0504212;85
11;j.fluid.2012.01.007;84
12;j.fluid.2012.11.005;84
13;j.fluid.2014.10.016;84
14;j.jct.2011.04.006;79
15;je060026r;76
16;je0603574;76
17;je700308j;74
18;j.jct.2010.07.016;70
19;j.fluid.2010.08.024;69
20;j.jct.2012.02.037;68
21;je100897y;61
22;je060086;61
23;j.fluid.2009.11.010;57
24;je100095p;57
25;je900560j;57
26;j.fluid.2014.05.031;56
27;je060368;55
28;je101031j;50
29;j.jct.2010.10.002;46
30;j.fluid.2006.03.020;45
31;j.jct.2007.12.002;45
32;j.tca.2010.03.028;42
33;j.fluid.2005.08.001;40
34;je049836y;39
35;j.fluid.2004.12.013;38
36;je9001416;38
37;j.jct.2014.01.002;36
38;je0498457;33
39;je060017i;33
40;je900077g;27
41;je300670n;27
42;j.fluid.2007.03.017;21
43;je049852v;19
44;je034253u;19
45;je7005743;19
46;j.fluid.2008.06.011;17
47;je8004613;16
48;j.jct.2013.06.018;16
49;j.jct.2006.08.011;16
50;je8007606;15
51;je100019r;15
52;j.fluid.2010.02.012;15
53;je200851a;15
54;j.tca.2005.08.034;11
55;j.jct.2015.01.013;9
56;je900347f;9
