,Filename,Count
0,je800110r,8773
1,je5010214,1866
2,j.jct.2011.10.023,936
3,j.jct.2010.08.010,362
4,j.jct.2012.08.014,351
5,je8006875,351
6,j.jct.2008.02.020,246
7,j.jct.2013.05.051,216
8,j.jct.2011.08.016,213
9,j.jct.2011.02.008,196
10,j.jct.2011.08.012,196
11,j.fluid.2006.05.032,182
12,j.jct.2007.11.009,176
13,j.jct.2010.03.022,160
14,je060154f,150
15,je700261b,150
16,je050020,148
17,j.jct.2005.03.016,144
18,je7004374,144
19,je700145e,129
20,j.jct.2012.05.016,110
21,j.fluid.2012.02.007,110
22,j.fluid.2008.06.007,110
23,j.jct.2011.04.011,108
24,je900414p,104
25,je101361u,102
26,je049580w,90
27,j.jct.2005.09.003,88
28,j.jct.2004.10.011,88
29,j.jct.2008.12.020,84
30,cs.jced.5b00662,82
31,j.fluid.2008.03.004,75
32,j.jct.2005.03.006,69
33,je700188w,68
34,j.jct.2012.07.018,65
35,je101286a,60
36,j.jct.2012.10.002,60
37,j.fluid.2008.06.014,60
38,j.jct.2012.03.013,56
39,s10765-008-0485-y,55
40,s10765-008-0503-0,55
41,j.jct.2012.12.003,53
42,je100581,48
43,je700428f,48
44,je600554h,46
45,j.jct.2011.06.013,46
46,j.jct.2011.01.014,45
47,j.jct.2005.02.004,45
48,j.jct.2005.05.003,45
49,je7006549,42
50,j.jct.2008.04.003,42
51,j.jct.2008.09.018,42
52,j.jct.2006.09.014,42
53,je5009334,40
54,j.jct.2005.05.020,40
55,je5005752,40
56,j.fluid.2013.08.007,40
57,j.fluid.2013.11.031,40
58,je060496,40
59,j.fluid.2011.11.022,38
60,j.jct.2014.01.020,38
61,je200373q,38
62,j.jct.2012.09.026,37
63,j.tca.2011.08.002,37
64,je4004806,35
65,j.jct.2009.06.023,33
66,j.jct.2012.06.031,32
67,je6005778,32
68,j.jct.2012.11.007,32
69,je900048r,31
70,je100353j,30
71,je100089s,30
72,j.fluid.2014.06.005,30
73,j.jct.2011.10.027,30
74,je501041r,30
75,j.jct.2012.11.011,30
76,je100100n,28
77,j.jct.2007.10.010,28
78,j.jct.2012.09.027,28
79,je050416y,28
80,cs.jced.5b00009,28
81,je401124t,28
82,cs.jced.5b00789,27
83,j.jct.2007.05.005,27
84,je0600808,27
85,j.jct.2012.01.008,27
86,je900722,26
87,j.jct.2014.06.023,25
88,j.jct.2010.06.011,25
89,j.jct.2012.01.013,25
90,j.jct.2010.12.009,25
91,j.tca.2014.03.042,25
92,j.fluid.2013.06.041,25
93,je049776w,25
94,j.tca.2013.07.012,25
95,j.fluid.2009.11.030,24
96,j.jct.2013.09.024,24
97,j.tca.2013.03.025,24
98,j.jct.2008.07.005,24
99,j.fluid.2014.04.002,24
100,j.fluid.2007.09.028,23
101,je800244q,23
102,j.tca.2012.01.007,23
103,j.jct.2006.11.003,23
104,je0497496,23
105,je3011979,22
106,je800150h,22
107,je049663c,22
108,je050414d,21
109,je900732r,21
110,j.jct.2012.10.008,21
111,j.jct.2006.03.018,21
112,j.jct.2005.06.011,21
113,je060307z,21
114,je5007604,21
115,je7002513,21
116,j.jct.2012.11.032,21
117,je200707b,20
118,j.jct.2013.05.040,20
119,j.tca.2011.05.006,20
120,j.jct.2008.01.015,20
121,j.tca.2012.12.008,20
122,je401036f,20
123,je3013205,20
124,j.jct.2006.05.006,20
125,je201222n,20
126,je300799f,20
127,j.jct.2013.01.023,20
128,je400968v,20
129,je500153g,20
130,je1013476,20
131,je200806n,20
132,je700580g,20
133,j.jct.2013.08.007,20
134,je301095j,20
135,je100577v,20
136,je060179e,20
137,je100657n,19
138,je8009418,19
139,je901020a,18
140,je901043q,18
141,je0604378,18
142,je201102,18
143,j.jct.2014.01.030,18
144,je800930v,18
145,j.jct.2005.12.005,18
146,j.jct.2012.09.015,18
147,s10765-011-1149-,18
148,cs.jced.5b00537,18
149,je7001804,18
150,je200600p,18
151,j.jct.2008.09.006,18
152,j.jct.2013.11.027,17
153,je100927,17
154,j.fluid.2014.05.033,17
155,je400529k,17
156,s10765-007-0259-y,16
157,je400659p,16
158,je060353z,16
159,j.jct.2012.02.036,16
160,je8008254,16
161,j.jct.2013.09.017,16
162,j.jct.2007.09.007,16
163,je201116t,16
164,je700266n,16
165,s10765-008-0542-6,16
166,je100652b,16
167,j.tca.2012.01.013,16
168,je700344f,16
169,j.jct.2008.01.022,16
170,j.jct.2006.06.005,15
171,j.jct.2004.11.016,15
172,j.jct.2013.08.013,15
173,j.jct.2013.09.039,15
174,s10765-012-1373-z,15
175,je900194v,15
176,j.jct.2012.02.007,15
177,j.jct.2006.06.008,15
178,je700672f,15
179,j.jct.2007.02.008,15
180,je3011634,15
181,je100734t,15
182,je800571y,15
183,j.jct.2007.02.002,15
184,j.tca.2012.04.002,14
185,j.tca.2011.07.023,14
186,j.tca.2012.08.011,14
187,je050200w,14
188,je700300y,14
189,j.jct.2011.01.005,14
190,j.jct.2012.08.024,14
191,j.jct.2004.12.010,14
192,j.jct.2006.09.007,14
193,je060475r,13
194,j.jct.2009.01.008,13
195,je0501235,13
196,je049777o,13
197,j.fluid.2010.08.014,13
198,j.fluid.2015.05.031,12
199,s10765-009-0667-2,12
200,j.fluid.2014.06.024,12
201,s10765-008-0390-4,12
202,j.jct.2008.02.005,12
203,j.fluid.2006.11.005,12
204,je400512u,12
205,j.jct.2015.05.006,12
206,je050376y,12
207,je060485s,12
208,je050540h,12
209,je201009c,12
210,je900733j,12
211,j.fluid.2013.11.025,12
212,j.jct.2007.11.002,12
213,j.jct.2013.04.015,12
214,j.jct.2012.05.005,12
215,je900954y,12
216,j.jct.2015.06.009,12
217,j.fluid.2011.01.018,12
218,je8009336,12
219,j.fluid.2012.08.030,12
220,j.jct.2013.05.009,12
221,je400917j,12
222,j.fluid.2014.11.005,12
223,j.fluid.2008.02.005,12
224,j.jct.2004.12.002,12
225,je900468u,12
226,j.jct.2007.05.016,12
227,j.jct.2011.12.002,12
228,je7005727,12
229,je400539h,12
230,je0504156,12
231,je100848r,12
232,je9006597,12
233,j.jct.2013.09.043,12
234,je5004719,12
235,je0500734,11
236,je100788g,11
237,je200609g,11
238,je900864n,11
239,j.tca.2014.11.028,11
240,je800164w,11
241,je700430g,11
242,je4000394,10
243,j.jct.2014.06.031,10
244,j.fluid.2012.11.039,10
245,j.fluid.2015.03.040,10
246,j.tca.2014.05.028,10
247,s10765-013-1469-0,10
248,je800940j,10
249,j.jct.2013.12.025,10
250,j.jct.2008.12.010,10
251,cs.jced.5b00031,10
252,je100484n,10
253,j.jct.2004.09.014,10
254,je401101u,10
255,j.jct.2009.04.001,10
256,j.fluid.2010.03.001,10
257,je8003707,10
258,j.jct.2011.12.008,10
259,je100526j,10
260,je800594e,10
261,j.jct.2008.12.022,10
262,je700029q,9
263,je801006q,9
264,j.jct.2013.08.021,9
265,j.jct.2007.09.004,9
266,je901067c,9
267,je101358p,9
268,j.tca.2013.03.010,9
269,je400722h,9
270,j.jct.2007.06.002,9
271,je400134d,9
272,j.jct.2014.05.019,9
273,je0500633,9
274,j.jct.2008.06.001,9
275,j.jct.2013.12.028,9
276,j.fluid.2015.06.043,9
277,je400679k,9
278,j.jct.2012.05.032,9
279,je050484k,9
280,j.jct.2014.10.005,9
281,j.fluid.2006.02.023,9
282,je060311a,9
283,je300384g,9
284,je7000182,9
285,j.jct.2010.09.008,9
286,je0501639,9
287,je800664z,9
288,je900531b,9
289,je700140j,9
290,j.jct.2010.10.018,8
291,je2007204,8
292,je400781b,8
293,j.jct.2013.06.009,8
294,j.fluid.2013.01.027,8
295,je100823t,8
296,je900715y,8
297,je2000606,8
298,j.jct.2009.08.016,8
299,je100967k,8
300,j.jct.2005.03.027,8
301,je9010882,8
302,j.fluid.2010.01.002,8
303,je800348s,8
304,cs.jced.5b00838,8
305,j.jct.2006.03.010,8
306,je300557g,8
307,s10765-008-0399-8,8
308,j.fluid.2015.09.052,8
309,j.jct.2006.07.025,8
310,je050389b,8
311,je9005129,8
312,j.jct.2005.06.015,8
313,je0502546,8
314,je800325d,8
315,je800497u,8
316,je700294p,8
317,j.fluid.2007.01.001,8
318,j.jct.2012.02.023,8
319,je900535d,8
320,j.jct.2006.01.012,8
321,je200030k,8
322,j.jct.2012.11.015,8
323,je800831d,8
324,j.jct.2007.06.014,8
325,j.tca.2013.12.016,8
326,j.fluid.2012.08.002,7
327,je060441j,7
328,j.jct.2014.03.021,7
329,j.jct.2012.04.026,7
330,j.jct.2010.07.014,7
331,j.jct.2013.05.041,7
