;Filename;Count
0;je5010214;1239
1;j.fluid.2012.11.013;300
2;j.jct.2011.10.023;234
3;j.jct.2010.03.022;160
4;je700261b;150
5;j.jct.2010.08.010;132
6;j.jct.2008.02.020;131
7;j.jct.2013.05.051;108
8;je900414p;104
9;j.jct.2011.08.012;98
10;je049580w;90
11;j.jct.2011.08.016;75
12;j.jct.2005.03.016;72
13;s10765-008-0485-y;59
14;s10765-008-0503-0;59
15;j.jct.2012.07.018;44
16;j.jct.2012.09.026;37
17;j.jct.2012.11.007;32
18;je900048r;31
19;j.jct.2011.01.014;30
20;je600554h;27
21;j.tca.2014.03.042;25
22;j.jct.2013.09.024;24
23;je0497496;23
24;j.jct.2009.06.023;22
25;je800150h;22
26;j.jct.2012.11.032;21
27;j.fluid.2013.08.007;20
28;j.jct.2012.10.002;20
29;j.jct.2013.01.023;20
30;j.jct.2013.08.007;20
31;j.jct.2005.05.020;18
32;je900722;17
33;j.tca.2013.07.012;17
34;j.tca.2012.01.007;17
35;je100581;16
36;je201222n;15
37;j.fluid.2008.03.004;15
38;j.jct.2004.11.016;15
39;j.jct.2012.01.013;15
40;je400968v;15
41;s10765-012-1373-z;15
42;je4004806;14
43;cs.jced.5b00009;14
44;j.tca.2011.08.002;13
45;j.jct.2004.12.002;12
46;je060307z;12
47;j.fluid.2014.11.005;12
48;j.fluid.2009.11.030;12
49;je100788g;11
50;j.tca.2014.11.028;11
51;j.jct.2012.10.008;11
52;j.fluid.2007.09.028;11
53;j.tca.2014.05.028;10
54;je300799f;10
55;je401036f;10
56;je060179e;10
57;je700428f;10
58;j.jct.2007.02.002;10
59;je100484n;10
60;s10765-013-1469-0;10
61;je200707b;10
62;j.jct.2013.11.027;10
63;j.jct.2010.12.009;10
64;je800930v;9
65;je400679k;9
66;j.fluid.2015.06.043;9
67;je0501639;9
68;je200600p;9
69;j.jct.2014.10.005;9
70;je0501235;9
71;j.jct.2013.04.015;9
72;j.jct.2013.12.028;9
73;je0600808;9
74;j.jct.2014.05.019;9
75;j.jct.2007.05.005;9
76;je900715y;8
77;j.tca.2012.01.013;8
78;j.fluid.2014.04.002;8
79;je900535d;8
80;j.jct.2013.05.009;8
81;je050389b;8
82;j.jct.2009.01.008;8
83;je100967k;8
84;je2007204;8
85;j.jct.2015.06.009;8
86;j.jct.2007.09.007;8
87;je400781b;8
88;je5005752;8
89;je100100n;8
90;j.jct.2010.10.018;8
91;j.tca.2011.05.006;8
92;j.jct.2013.06.009;8
93;je201116t;8
94;j.jct.2004.12.010;7
95;j.jct.2012.08.024;7
96;je300134c;7
97;j.jct.2014.03.021;7
98;je401124t;7
99;je049777o;7
100;j.tca.2013.08.002;7
101;je100765j;7
102;j.jct.2011.01.005;7
103;j.jct.2012.04.026;7
104;je050416y;7
105;j.tca.2011.07.023;7
106;j.jct.2015.02.011;7
107;s10765-010-0737-5;7
108;je700300y;7
109;je5007604;7
110;j.jct.2013.05.041;7
111;j.tca.2011.01.019;7
112;je200922s;7
113;j.jct.2006.06.008;6
114;je900733j;6
115;je801006q;6
116;je0498053;6
117;je100821g;6
118;je700430g;6
119;j.jct.2008.10.002;6
120;je7001804;6
121;j.jct.2013.01.008;6
122;j.fluid.2015.04.021;6
123;j.tca.2011.07.005;6
124;j.jct.2005.10.009;6
125;j.jct.2008.05.014;6
126;j.jct.2006.03.018;6
127;je049655w;6
128;j.jct.2007.02.008;6
129;j.jct.2005.06.011;6
130;je049776w;6
131;je050463q;6
132;j.fluid.2014.06.005;6
133;je8008254;6
134;j.tca.2012.05.025;6
135;j.tca.2011.02.004;6
136;je0498208;6
137;je501041r;6
138;s10765-008-0390-4;6
139;je7002836;6
140;j.fluid.2008.09.004;6
141;j.jct.2012.05.033;6
142;cs.jced.5b00317;6
143;j.jct.2012.09.015;6
144;j.fluid.2012.07.032;6
145;j.fluid.2006.11.005;6
146;je1013476;5
147;je100159;5
148;j.fluid.2014.01.044;5
149;j.jct.2009.06.016;5
150;j.jct.2013.10.013;5
151;je9003959;5
152;je8003707;5
153;j.jct.2015.08.036;5
154;je700580g;5
155;cs.jced.5b00326;5
156;je060200b;5
157;j.jct.2013.11.015;5
158;j.jct.2013.11.021;5
159;j.tca.2009.12.008;5
160;j.jct.2015.10.001;5
161;je101173w;5
162;j.jct.2015.10.026;5
163;j.jct.2012.03.025;5
164;j.jct.2014.06.031;5
165;j.fluid.2007.07.066;5
166;je200609g;5
167;je100610v;5
168;je0603325;5
169;j.tca.2014.06.028;5
170;j.jct.2011.10.009;5
171;je500389t;5
172;j.jct.2012.02.033;5
173;je301095j;5
174;j.fluid.2011.01.018;4
175;j.jct.2012.02.023;4
176;j.fluid.2015.08.005;4
177;j.jct.2013.05.019;4
178;je050402s;4
179;j.fluid.2010.01.002;4
180;j.fluid.2015.05.031;4
181;j.fluid.2015.03.040;4
182;je050223a;4
183;j.jct.2013.09.017;4
184;je900503p;4
185;je700294p;4
186;je400539h;4
187;j.jct.2012.04.020;4
188;j.tca.2013.05.015;4
189;j.jct.2006.01.012;4
190;j.jct.2013.11.002;4
