,Filename,Count
0,je800356,150
1,je060411g,102
2,j.jct.2008.10.010,88
3,je500512f,81
4,j.jct.2007.04.011,51
5,j.tca.2006.10.025,48
6,je2013473,41
7,j.jct.2005.03.012,41
8,j.jct.2011.06.019,32
9,j.jct.2014.07.023,32
10,j.jct.2011.08.012,30
11,je060200b,21
12,j.fluid.2014.03.017,21
13,j.fluid.2013.06.041,20
14,s10765-009-0607-1,18
15,j.tca.2009.01.008,18
16,je800244q,16
17,j.jct.2013.08.033,16
18,j.fluid.2014.06.024,12
19,j.jct.2012.07.018,12
20,j.fluid.2013.08.007,12
21,je5008444,11
22,j.jct.2004.12.010,10
23,je0601513,10
24,j.jct.2007.07.001,9
25,je100671v,8
26,j.jct.2006.11.001,8
27,je600557n,8
28,j.fluid.2013.08.005,8
29,je800248w,7
30,j.jct.2012.09.027,7
31,j.jct.2014.01.020,6
32,je7002836,6
33,j.fluid.2008.09.004,6
34,je401098b,6
35,j.jct.2008.10.002,6
36,j.tca.2013.03.017,6
37,j.fluid.2005.03.026,6
38,j.fluid.2015.05.016,3
39,je9006579,2
