,Filename,Count
0,je800110r,8773
1,je5010214,1866
2,j.jct.2011.10.023,936
3,j.fluid.2012.11.013,400
4,j.tca.2015.08.013,385
5,j.jct.2010.08.010,362
6,j.jct.2012.08.014,351
7,je8006875,351
8,je400055v,347
9,je0502849,270
10,je060411g,269
11,j.jct.2007.05.007,264
12,je700145e,261
13,je049929f,252
14,je800356,247
15,j.jct.2008.02.020,246
16,j.jct.2005.10.002,240
17,je7004374,232
18,j.jct.2011.08.012,226
19,j.jct.2013.05.051,216
20,j.jct.2011.08.016,213
21,s10765-007-0223-,205
22,cs.jced.5b00051,204
23,j.jct.2011.02.008,196
24,je4001697,194
25,cs.jced.5b00152,185
26,j.jct.2004.10.001,182
27,j.fluid.2006.05.032,182
28,je034101z,180
29,j.tca.2014.10.002,180
30,j.jct.2007.11.009,176
31,je0340304,168
32,j.jct.2015.10.006,165
33,j.jct.2008.10.010,163
34,j.jct.2010.03.022,160
35,je400783h,158
36,j.fluid.2008.03.004,150
37,je700261b,150
38,je060154f,150
39,j.jct.2008.12.014,150
40,je7003929,150
41,je8009418,148
42,je050020,148
43,j.jct.2006.07.009,147
44,je0604378,147
45,je060283w,145
46,j.jct.2005.03.016,144
47,s10765-006-0110-,140
48,je800998u,139
49,je900137r,137
50,j.jct.2012.03.013,136
51,je301283e,129
52,je034218n,128
53,j.jct.2014.08.023,126
54,j.jct.2015.05.027,126
55,j.tca.2014.03.043,122
56,cs.jced.5b00662,122
57,j.jct.2012.09.027,122
58,je6005778,121
59,je501065g,116
60,s10765-008-0503-0,114
61,s10765-008-0485-y,114
62,j.jct.2012.05.016,110
63,j.fluid.2012.02.007,110
64,j.fluid.2008.06.007,110
65,je9001575,109
66,j.jct.2011.04.011,108
67,je8005369,108
68,je900414p,104
69,je4003256,102
70,je101361u,102
71,je400274f,100
72,j.tca.2015.06.017,100
73,je501106d,96
74,je050135q,96
75,j.jct.2005.02.003,92
76,je049662k,90
77,j.jct.2011.01.014,90
78,je049580w,90
79,j.jct.2004.10.011,88
80,j.fluid.2007.04.030,88
81,je800244q,88
82,j.jct.2005.09.003,88
83,j.jct.2005.05.019,86
84,j.jct.2008.12.020,84
85,je500512f,81
86,je030136n,81
87,je0342320,80
88,cs.jced.5b00613,80
89,je5009334,79
90,j.fluid.2006.12.011,78
91,j.jct.2012.07.018,77
92,je800024u,76
93,je500062a,75
94,j.jct.2007.03.012,74
95,je900105g,74
96,je034056v,72
97,je800417q,72
98,j.jct.2007.04.011,69
99,j.jct.2005.03.006,69
100,je700188w,68
101,je100927,65
102,je049893r,64
103,s10765-009-0607-1,61
104,j.jct.2014.06.031,60
105,j.jct.2012.10.002,60
106,j.fluid.2014.06.005,60
107,j.fluid.2008.06.014,60
108,j.jct.2004.09.007,60
109,je101286a,60
110,je034005y,60
111,j.jct.2007.05.011,60
112,s10765-006-0079-5,59
113,je300148f,59
114,je0499768,56
115,je800012v,56
116,j.jct.2008.08.003,55
117,je0340755,55
118,j.jct.2007.05.005,54
119,j.jct.2008.05.014,54
120,j.tca.2006.10.025,54
121,j.jct.2012.12.003,53
122,j.fluid.2013.08.007,52
123,j.jct.2008.09.018,52
124,je7006692,50
125,j.fluid.2013.06.041,50
126,je100581,48
127,je700428f,48
128,je049685z,48
129,je0503296,47
130,je600554h,46
131,j.jct.2011.06.013,46
132,j.fluid.2008.03.009,45
133,j.jct.2005.05.003,45
134,je0605036,45
135,j.jct.2005.02.004,45
136,j.jct.2014.01.020,44
137,je900922,44
138,je200668a,44
139,je7006549,42
140,s10765-010-0768-y,42
141,j.jct.2012.09.009,42
142,je5007532,42
143,j.jct.2008.04.003,42
144,cs.jced.5b00790,42
145,je5007604,42
146,j.fluid.2006.03.015,42
147,j.jct.2006.09.014,42
148,je2013473,41
149,j.jct.2005.03.012,41
150,j.fluid.2013.11.031,40
151,j.jct.2005.05.020,40
152,je060496,40
153,j.jct.2008.01.015,40
154,je5005752,40
155,je5010164,40
156,je300789a,40
157,je100083w,39
158,j.fluid.2011.11.022,38
159,je200373q,38
160,j.jct.2012.09.026,37
161,j.tca.2011.08.002,37
162,je7001804,36
163,j.jct.2008.09.006,36
164,j.fluid.2014.06.024,36
165,j.jct.2014.01.030,36
166,je400529k,36
167,je800593p,36
168,j.jct.2012.09.015,36
169,je901020a,36
170,je020140j,36
171,je4004806,35
172,s10765-006-0088-4,33
173,j.jct.2009.06.023,33
174,j.jct.2012.11.007,32
175,je100652b,32
176,je060353z,32
177,j.jct.2012.06.031,32
178,je700499d,32
179,j.jct.2014.07.023,32
180,j.jct.2011.06.019,32
181,cs.jced.5b00838,32
182,j.jct.2012.11.032,32
183,s10765-015-1980-6,32
184,je100734t,31
185,je060200b,31
186,je900048r,31
187,je400149j,31
188,j.jct.2013.11.027,31
189,j.tca.2010.05.012,30
190,je034022n,30
191,je500977g,30
192,je100089s,30
193,cs.jced.5b00031,30
194,j.jct.2011.10.027,30
195,je501041r,30
196,s10765-006-0063-0,30
197,j.jct.2013.08.013,30
198,j.fluid.2011.06.011,30
199,j.jct.2007.02.002,30
200,je100353j,30
201,j.jct.2007.02.008,30
202,j.jct.2006.06.008,30
203,j.tca.2012.05.004,30
204,j.jct.2012.02.007,30
205,j.jct.2012.11.011,30
206,j.tca.2012.05.036,30
207,j.jct.2014.09.020,30
208,j.jct.2006.03.018,28
209,j.tca.2011.07.023,28
210,j.jct.2006.02.001,28
211,cs.jced.5b00009,28
212,je100100n,28
213,j.tca.2012.08.011,28
214,je401124t,28
215,j.jct.2005.06.011,28
216,j.tca.2012.04.002,28
217,j.jct.2005.03.024,28
218,j.jct.2007.10.010,28
219,je050416y,28
220,je0600808,27
221,cs.jced.5b00789,27
222,j.jct.2012.01.008,27
223,j.tca.2014.01.027,26
224,j.jct.2013.08.033,26
225,je900722,26
226,j.tca.2014.03.042,25
227,je049776w,25
228,j.jct.2007.05.016,25
229,j.tca.2005.10.008,25
230,j.tca.2013.07.012,25
231,j.jct.2010.12.009,25
232,j.jct.2014.06.023,25
233,j.jct.2012.01.013,25
234,j.jct.2010.06.011,25
235,j.jct.2012.10.023,24
236,j.fluid.2007.07.016,24
237,j.jct.2008.07.005,24
238,je400512u,24
239,j.fluid.2005.07.009,24
240,j.fluid.2009.11.030,24
241,je100362p,24
242,j.jct.2006.09.017,24
243,je900689,24
244,je0340248,24
245,j.jct.2008.02.005,24
246,j.fluid.2014.04.002,24
247,je050540h,24
248,j.tca.2013.03.025,24
249,j.jct.2013.05.009,24
250,je9006597,24
251,j.jct.2005.12.005,24
252,je5004719,24
253,j.tca.2009.01.008,24
254,j.jct.2004.12.010,24
255,j.jct.2013.01.032,24
256,je7005727,24
257,j.jct.2011.12.002,24
258,j.jct.2013.09.024,24
259,j.jct.2006.09.007,24
260,je0201323,24
261,j.jct.2009.01.008,24
262,je0301794,24
263,j.fluid.2014.11.005,24
264,je400539h,24
265,s10765-007-0204-0,24
266,j.tca.2012.01.007,23
267,j.fluid.2007.09.028,23
268,je0497496,23
269,j.jct.2015.06.009,23
270,je900468u,23
271,j.jct.2006.11.003,23
272,je800150h,22
273,j.tca.2009.11.011,22
274,je200609g,22
275,je3011979,22
276,je100832h,22
277,je600557n,22
278,je049663c,22
279,je900732r,22
280,j.fluid.2008.02.008,22
281,je049738c,22
282,je700021f,22
283,j.fluid.2014.03.017,21
284,j.jct.2012.11.027,21
285,j.jct.2005.03.019,21
286,je050414d,21
287,je025606c,21
288,je7002513,21
289,je060307z,21
290,j.jct.2012.10.008,21
291,je800594e,20
292,je1013476,20
293,j.jct.2013.08.007,20
294,je500153g,20
295,je301095j,20
296,j.tca.2013.12.021,20
297,je400917j,20
298,je201222n,20
299,j.jct.2008.12.010,20
300,j.jct.2013.05.040,20
301,je050376y,20
302,je0500734,20
303,j.jct.2013.09.043,20
304,j.tca.2011.05.006,20
305,j.jct.2013.01.023,20
306,je300799f,20
307,je3013205,20
308,j.jct.2006.05.006,20
309,je401036f,20
310,je700580g,20
311,je200806n,20
312,je100577v,20
313,je060179e,20
314,j.jct.2006.10.016,20
315,je400968v,20
316,j.tca.2012.12.008,20
317,j.jct.2007.11.010,20
318,je200707b,20
319,je0504156,20
320,je100657n,19
321,je034208,19
322,j.fluid.2008.09.004,18
323,j.jct.2010.09.008,18
324,je0500431,18
325,je901043q,18
326,je0341920,18
327,je0342825,18
328,j.jct.2004.09.021,18
329,j.fluid.2006.02.023,18
330,je060123k,18
331,j.jct.2008.06.001,18
332,je400722h,18
333,je800930v,18
334,j.fluid.2005.10.022,18
