,Filename,Count
0,je4001697,194
1,s10765-006-0110-,140
2,je0604378,129
3,je501106d,96
4,je6005778,89
5,je7004374,88
6,j.jct.2012.09.027,87
7,je8009418,86
8,j.fluid.2008.03.004,75
9,s10765-006-0079-5,59
10,j.jct.2008.08.003,55
11,je800244q,49
12,j.jct.2008.05.014,48
13,j.jct.2011.01.014,45
14,s10765-009-0607-1,43
15,cs.jced.5b00662,40
16,je5009334,39
17,j.jct.2012.03.013,37
18,j.fluid.2014.06.005,30
19,j.jct.2007.05.005,27
20,j.fluid.2007.07.016,24
21,je700021f,22
22,je5007604,21
23,j.jct.2008.01.015,20
24,j.jct.2014.01.030,18
25,je7001804,18
26,j.fluid.2007.12.007,18
27,j.jct.2012.09.015,18
28,je901020a,18
29,je100734t,16
30,je100652b,16
31,je060353z,16
32,s10765-006-0063-0,15
33,j.jct.2007.02.008,15
34,j.jct.2007.02.002,15
35,j.jct.2012.02.007,15
36,j.jct.2006.06.008,15
37,j.tca.2012.08.011,14
38,j.tca.2011.07.023,14
39,j.jct.2013.11.027,14
40,j.jct.2007.05.016,13
41,j.jct.2008.02.005,12
42,j.jct.2013.05.009,12
43,je400539h,12
44,je400512u,12
45,j.fluid.2014.06.024,12
46,j.jct.2011.12.002,12
47,je7005727,12
48,je050540h,12
49,j.fluid.2014.11.005,12
50,je5004719,12
51,je9006597,12
52,j.jct.2009.01.008,11
53,j.jct.2012.11.032,11
54,j.jct.2015.06.009,11
55,je900468u,11
56,je200609g,11
57,j.tca.2013.12.021,10
58,j.tca.2014.01.027,10
59,j.jct.2008.09.018,10
60,je800594e,10
61,j.jct.2008.12.010,10
62,cs.jced.5b00031,10
63,j.jct.2011.09.008,10
64,je300384g,9
65,j.jct.2008.06.001,9
66,je400722h,9
67,je700029q,9
68,je400134d,9
69,j.jct.2013.08.021,9
70,je101358p,9
71,j.fluid.2006.02.023,9
72,j.jct.2013.04.017,8
73,j.fluid.2007.01.001,8
74,j.jct.2006.03.010,8
75,je100967k,8
76,j.jct.2012.02.023,8
77,j.jct.2009.08.016,8
78,j.fluid.2012.08.002,7
79,j.jct.2010.07.014,7
80,je300134c,7
81,j.jct.2014.03.021,7
82,j.jct.2015.02.011,7
83,j.tca.2005.10.008,7
84,je100765j,7
85,j.jct.2005.06.011,7
