,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Mass density, kg/m3","Mass density, kg/m3_std"
12396,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.4503,827.45,0.05
12397,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.499,816.1,0.05
12398,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.55,804.81,0.05
12399,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.61,792.22,0.05
12400,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.6599,782.25,0.05
12401,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.7,774.61,0.05
12402,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.7511,765.33,0.05
12403,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.8,756.8,0.05
12404,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.8489,748.76,0.05
12405,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.9,740.66,0.05
12406,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.949,733.24,0.05
12407,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,1,725.98,0.05
12408,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0,946.54,0.05
12409,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.0501,928.99,0.05
12410,j.jct.2004.09.014,2-methoxyethanol,tert-butyl ethyl ether,COCCO,CCOC(C)(C)C,2-methoxyethanol__tert-butyl ethyl ether,0.1,914.61,0.05
