;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
230763;j.jct.2011.06.019;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;20000.0;229.3;1.1465
235834;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;5000.0;158.7;0.7935
235835;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;10000.0;158.4;0.792
235836;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;15000.0;158.2;0.791
235837;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;20000.0;157.9;0.7895
235838;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;273.15;25000.0;157.2;0.786
235840;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;5000.0;173.9;0.8695
235841;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;10000.0;172.8;0.864
235842;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;15000.0;173.5;0.8675
235843;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;20000.0;172.1;0.8605
235844;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;25000.0;171.7;0.8585
235846;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;5000.0;189.8;0.949
235847;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;10000.0;189.0;0.945
235848;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;15000.0;187.6;0.938
235849;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;20000.0;186.7;0.9335
235850;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;25000.0;186.0;0.93
235852;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;5000.0;206.5;1.0325
235853;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;10000.0;204.9;1.0245
235854;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;15000.0;202.0;1.01
235855;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;20000.0;200.7;1.0035
235856;j.jct.2011.08.012;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;25000.0;199.9;0.9995
351887;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;283.15;101.325;167.32;3.3464
351888;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;288.15;101.325;170.35;3.407
351889;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;173.54;3.4708
351890;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;176.9;3.538
351891;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;180.41;3.6082
351892;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;184.09;3.6818
351893;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.325;187.93;3.7586
351894;j.jct.2013.08.033;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;318.15;101.325;191.93;3.8386
550067;j.fluid.2008.09.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.325;111.3;0.3339
550068;j.fluid.2008.09.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;113.3;0.3399
550069;j.fluid.2008.09.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.325;115.3;0.3459
550070;j.fluid.2008.09.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.325;117.5;0.3525
550071;j.fluid.2008.09.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.325;119.7;0.3591
550072;j.fluid.2008.09.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;318.15;101.325;122.1;0.3663
647272;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;75.368725408;0.37684362704
647273;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;75.33990096;0.3766995048
647274;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;75.329091792;0.37664545896
647275;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.0;75.338099432;0.37669049716
647276;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;75.350710128;0.37675355064
647277;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;75.32188568;0.3766094284
647278;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;75.316481096;0.37658240548
647279;j.fluid.2013.08.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.0;75.332694848;0.37666347424
647702;j.fluid.2013.08.007;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;20000.0;40.08;0.8016
647703;j.fluid.2013.08.007;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;40000.0;39.35;0.787
647705;j.fluid.2013.08.007;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.15;20000.0;40.48;0.8096
647706;j.fluid.2013.08.007;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.15;40000.0;39.81;0.7962
647708;j.fluid.2013.08.007;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;353.15;20000.0;41.21;0.8242
647709;j.fluid.2013.08.007;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;353.15;40000.0;40.45;0.809
667704;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;294.24;5000.0;74.88951896;1.4977903792
667705;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;294.2;10000.0;73.70051048;1.4740102096
667706;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;294.27;15000.0;74.6733356;1.493466712
667708;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.97;5000.0;75.33990096;1.5067980192
667709;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.98;10000.0;75.05165648;1.5010331296
667710;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.97;15000.0;76.00646632;1.5201293264
667712;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.69;5000.0;76.0244816;1.520489632
667713;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.68;10000.0;75.9344052;1.518688104
667714;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.69;15000.0;75.82631352;1.5165262704
667716;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.43;5000.0;75.8443288;1.516886576
667717;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.43;10000.0;75.46600792;1.5093201584
667718;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.43;15000.0;74.96158008;1.4992316016
667720;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.33;5000.0;75.46600792;1.5093201584
667721;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.33;10000.0;75.23180928;1.5046361856
667722;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.33;15000.0;75.10570232;1.5021140464
667724;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;343.28;5000.0;75.95242048;1.5190484096
667725;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;343.28;10000.0;75.28585512;1.5057171024
667726;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;343.28;15000.0;75.06967176;1.5013934352
667728;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;353.25;5000.0;75.8443288;1.516886576
667729;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;353.25;10000.0;75.62814544;1.5125629088
667730;j.fluid.2014.03.017;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;353.25;15000.0;75.24982456;1.5049964912
945119;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;101.0;222.87;0.334305
945120;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;294.15;101.0;223.23;0.334845
945121;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;295.15;101.0;223.6;0.3354
945122;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;296.15;101.0;223.97;0.335955
945123;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;297.15;101.0;224.35;0.336525
945124;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;101.0;224.72;0.33708
945125;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;299.15;101.0;225.1;0.33765
945126;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;300.15;101.0;225.47;0.338205
945127;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;301.15;101.0;225.87;0.338805
945128;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;302.15;101.0;226.22;0.33933
945129;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.15;101.0;226.61;0.339915
945130;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;304.15;101.0;227.0;0.3405
945131;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;305.15;101.0;227.4;0.3411
945132;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;306.15;101.0;227.75;0.341625
945133;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;307.15;101.0;228.14;0.34221
945134;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.15;101.0;228.54;0.34281
945135;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;309.15;101.0;228.95;0.343425
945136;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;310.15;101.0;229.3;0.34395
945137;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;311.15;101.0;229.71;0.344565
945138;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;312.15;101.0;230.11;0.345165
945139;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;101.0;230.51;0.345765
1048717;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.3;112.0;0.168
1048718;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.3;114.0;0.171
1048719;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.3;116.0;0.174
1048720;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.3;118.0;0.177
1152602;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;265.005;101.3;102.0415946;27.1803796
1152603;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;270.007;101.3;102.91689496;25.7983264
1152604;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;273.004;101.3;103.51578468;25.7983264
1152605;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;275.013;101.3;104.3450166;27.641064
1152606;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;280.0;101.3;105.35852228;28.1017484
1152607;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;285.007;101.3;106.51023328;27.641064
1152608;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;290.009;101.3;107.66194428;30.8658548
1152609;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;294.986;101.3;108.53724464;29.4838016
1152610;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;300.028;101.3;109.68895564;30.4051704
1152611;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;305.003;101.3;111.34741948;28.1017484
1152612;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;310.006;101.3;112.91374644;30.4051704
1152613;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;320.006;101.3;117.2441798;26.7196952
1152614;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;320.009;500.3;117.42845356;28.5624328
1152615;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;319.996;997.9;117.61272732;27.1803796
1152616;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;320.01;1494.1;116.92170072;29.0231172
1152617;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;344.998;500.0;130.6040274;29.944486
1152618;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;345.004;500.0;130.92650648;31.3265392
1152619;je2013473;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;345.003;500.0;130.78830116;29.4838016
