,filename,components,smiles,"Temperature, K","Pressure, kPa","Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
185552,j.jct.2010.03.022,ethanol,CCO,348.15,20000.0,764.0,0.5,,,,,,,,,,,,
185553,j.jct.2010.03.022,ethanol,CCO,353.15,20000.0,760.5,0.5,,,,,,,,,,,,
185554,j.jct.2010.03.022,ethanol,CCO,278.15,25000.0,823.4,0.5,,,,,,,,,,,,
185555,j.jct.2010.03.022,ethanol,CCO,283.15,25000.0,818.9,0.5,,,,,,,,,,,,
185556,j.jct.2010.03.022,ethanol,CCO,288.15,25000.0,814.5,0.5,,,,,,,,,,,,
185557,j.jct.2010.03.022,ethanol,CCO,293.15,25000.0,810.2,0.5,,,,,,,,,,,,
185558,j.jct.2010.03.022,ethanol,CCO,298.15,25000.0,806.0,0.5,,,,,,,,,,,,
185559,j.jct.2010.03.022,ethanol,CCO,303.15,25000.0,801.8,0.5,,,,,,,,,,,,
185560,j.jct.2010.03.022,ethanol,CCO,308.15,25000.0,797.8,0.5,,,,,,,,,,,,
185561,j.jct.2010.03.022,ethanol,CCO,313.15,25000.0,793.8,0.5,,,,,,,,,,,,
185562,j.jct.2010.03.022,ethanol,CCO,318.15,25000.0,789.9,0.5,,,,,,,,,,,,
185563,j.jct.2010.03.022,ethanol,CCO,323.15,25000.0,786.1,0.5,,,,,,,,,,,,
185564,j.jct.2010.03.022,ethanol,CCO,328.15,25000.0,782.3,0.5,,,,,,,,,,,,
185565,j.jct.2010.03.022,ethanol,CCO,333.15,25000.0,778.6,0.5,,,,,,,,,,,,
185566,j.jct.2010.03.022,ethanol,CCO,338.15,25000.0,775.0,0.5,,,,,,,,,,,,
185567,j.jct.2010.03.022,ethanol,CCO,343.15,25000.0,771.5,0.5,,,,,,,,,,,,
185568,j.jct.2010.03.022,ethanol,CCO,348.15,25000.0,768.0,0.5,,,,,,,,,,,,
185569,j.jct.2010.03.022,ethanol,CCO,353.15,25000.0,764.6,0.5,,,,,,,,,,,,
185570,j.jct.2010.03.022,ethanol,CCO,278.15,30000.0,823.8,0.5,,,,,,,,,,,,
185571,j.jct.2010.03.022,ethanol,CCO,283.15,30000.0,819.9,0.5,,,,,,,,,,,,
185572,j.jct.2010.03.022,ethanol,CCO,288.15,30000.0,816.0,0.5,,,,,,,,,,,,
185573,j.jct.2010.03.022,ethanol,CCO,293.15,30000.0,812.2,0.5,,,,,,,,,,,,
185574,j.jct.2010.03.022,ethanol,CCO,298.15,30000.0,808.3,0.5,,,,,,,,,,,,
185575,j.jct.2010.03.022,ethanol,CCO,303.15,30000.0,804.5,0.5,,,,,,,,,,,,
185576,j.jct.2010.03.022,ethanol,CCO,308.15,30000.0,800.7,0.5,,,,,,,,,,,,
185577,j.jct.2010.03.022,ethanol,CCO,313.15,30000.0,797.0,0.5,,,,,,,,,,,,
185578,j.jct.2010.03.022,ethanol,CCO,318.15,30000.0,793.2,0.5,,,,,,,,,,,,
185579,j.jct.2010.03.022,ethanol,CCO,323.15,30000.0,789.5,0.5,,,,,,,,,,,,
185580,j.jct.2010.03.022,ethanol,CCO,328.15,30000.0,785.7,0.5,,,,,,,,,,,,
185581,j.jct.2010.03.022,ethanol,CCO,333.15,30000.0,782.0,0.5,,,,,,,,,,,,
185582,j.jct.2010.03.022,ethanol,CCO,338.15,30000.0,778.3,0.5,,,,,,,,,,,,
185583,j.jct.2010.03.022,ethanol,CCO,343.15,30000.0,774.6,0.5,,,,,,,,,,,,
185584,j.jct.2010.03.022,ethanol,CCO,348.15,30000.0,770.9,0.5,,,,,,,,,,,,
185585,j.jct.2010.03.022,ethanol,CCO,353.15,30000.0,767.2,0.5,,,,,,,,,,,,
185586,j.jct.2010.03.022,ethanol,CCO,278.15,35000.0,825.8,0.5,,,,,,,,,,,,
185587,j.jct.2010.03.022,ethanol,CCO,283.15,35000.0,822.2,0.5,,,,,,,,,,,,
185588,j.jct.2010.03.022,ethanol,CCO,288.15,35000.0,818.6,0.5,,,,,,,,,,,,
185589,j.jct.2010.03.022,ethanol,CCO,293.15,35000.0,814.9,0.5,,,,,,,,,,,,
185590,j.jct.2010.03.022,ethanol,CCO,298.15,35000.0,811.3,0.5,,,,,,,,,,,,
185591,j.jct.2010.03.022,ethanol,CCO,303.15,35000.0,807.6,0.5,,,,,,,,,,,,
185592,j.jct.2010.03.022,ethanol,CCO,308.15,35000.0,803.9,0.5,,,,,,,,,,,,
185593,j.jct.2010.03.022,ethanol,CCO,313.15,35000.0,800.2,0.5,,,,,,,,,,,,
185594,j.jct.2010.03.022,ethanol,CCO,318.15,35000.0,796.5,0.5,,,,,,,,,,,,
185595,j.jct.2010.03.022,ethanol,CCO,323.15,35000.0,792.8,0.5,,,,,,,,,,,,
185596,j.jct.2010.03.022,ethanol,CCO,328.15,35000.0,789.0,0.5,,,,,,,,,,,,
185597,j.jct.2010.03.022,ethanol,CCO,333.15,35000.0,785.2,0.5,,,,,,,,,,,,
185598,j.jct.2010.03.022,ethanol,CCO,338.15,35000.0,781.4,0.5,,,,,,,,,,,,
185599,j.jct.2010.03.022,ethanol,CCO,343.15,35000.0,777.6,0.5,,,,,,,,,,,,
185600,j.jct.2010.03.022,ethanol,CCO,348.15,35000.0,773.7,0.5,,,,,,,,,,,,
185601,j.jct.2010.03.022,ethanol,CCO,353.15,35000.0,769.9,0.5,,,,,,,,,,,,
190086,j.jct.2010.05.016,methanol,CO,298.15,101.0,786.51,0.1,,,,,,,,,,,,
190087,j.jct.2010.05.016,methanol,CO,298.15,101.0,,,1104.6,3.3138,,,,,,,,,,
190088,j.jct.2010.05.016,ethanol,CCO,298.15,101.0,785.06,0.1,,,,,,,,,,,,
190089,j.jct.2010.05.016,ethanol,CCO,298.15,101.0,,,1141.8,3.4254,,,,,,,,,,
190090,j.jct.2010.05.016,1-propanol,CCCO,298.15,101.0,799.54,0.1,,,,,,,,,,,,
190091,j.jct.2010.05.016,1-propanol,CCCO,298.15,101.0,,,1205.8,3.6174,,,,,,,,,,
190092,j.jct.2010.05.016,1-butanol,CCCCO,298.15,101.0,805.75,0.1,,,,,,,,,,,,
190093,j.jct.2010.05.016,1-butanol,CCCCO,298.15,101.0,,,1241.3,3.7239,,,,,,,,,,
190094,j.jct.2010.05.016,1-pentanol,CCCCCO,298.15,101.0,810.88,0.1,,,,,,,,,,,,
190095,j.jct.2010.05.016,1-pentanol,CCCCCO,298.15,101.0,,,1281.2,3.8436,,,,,,,,,,
190096,j.jct.2010.05.016,1-hexanol,CCCCCCO,298.15,101.0,815.18,0.1,,,,,,,,,,,,
190097,j.jct.2010.05.016,1-hexanol,CCCCCCO,298.15,101.0,,,1312.4,3.9372,,,,,,,,,,
191663,j.jct.2010.06.011,hexane,CCCCCC,293.15,5000.0,664.8,0.05,,,,,,,,,,,,
191664,j.jct.2010.06.011,hexane,CCCCCC,293.15,10000.0,669.7,0.05,,,,,,,,,,,,
191665,j.jct.2010.06.011,hexane,CCCCCC,293.15,20000.0,678.7,0.05,,,,,,,,,,,,
191666,j.jct.2010.06.011,hexane,CCCCCC,293.15,30000.0,686.9,0.05,,,,,,,,,,,,
191667,j.jct.2010.06.011,hexane,CCCCCC,293.15,40000.0,694.3,0.05,,,,,,,,,,,,
191669,j.jct.2010.06.011,hexane,CCCCCC,298.15,5000.0,660.4,0.05,,,,,,,,,,,,
191670,j.jct.2010.06.011,hexane,CCCCCC,298.15,10000.0,665.5,0.05,,,,,,,,,,,,
191671,j.jct.2010.06.011,hexane,CCCCCC,298.15,20000.0,674.8,0.05,,,,,,,,,,,,
191672,j.jct.2010.06.011,hexane,CCCCCC,298.15,30000.0,683.2,0.05,,,,,,,,,,,,
191673,j.jct.2010.06.011,hexane,CCCCCC,298.15,40000.0,690.7,0.05,,,,,,,,,,,,
191675,j.jct.2010.06.011,hexane,CCCCCC,303.15,5000.0,655.8,0.05,,,,,,,,,,,,
191676,j.jct.2010.06.011,hexane,CCCCCC,303.15,10000.0,661.2,0.05,,,,,,,,,,,,
191677,j.jct.2010.06.011,hexane,CCCCCC,303.15,20000.0,670.8,0.05,,,,,,,,,,,,
191678,j.jct.2010.06.011,hexane,CCCCCC,303.15,30000.0,679.3,0.05,,,,,,,,,,,,
191679,j.jct.2010.06.011,hexane,CCCCCC,303.15,40000.0,687.0,0.05,,,,,,,,,,,,
191681,j.jct.2010.06.011,hexane,CCCCCC,308.15,5000.0,651.5,0.05,,,,,,,,,,,,
191682,j.jct.2010.06.011,hexane,CCCCCC,308.15,10000.0,657.0,0.05,,,,,,,,,,,,
191683,j.jct.2010.06.011,hexane,CCCCCC,308.15,20000.0,666.9,0.05,,,,,,,,,,,,
191684,j.jct.2010.06.011,hexane,CCCCCC,308.15,30000.0,675.8,0.05,,,,,,,,,,,,
191685,j.jct.2010.06.011,hexane,CCCCCC,308.15,40000.0,683.6,0.05,,,,,,,,,,,,
191687,j.jct.2010.06.011,hexane,CCCCCC,313.15,5000.0,647.0,0.05,,,,,,,,,,,,
191688,j.jct.2010.06.011,hexane,CCCCCC,313.15,10000.0,652.8,0.05,,,,,,,,,,,,
191689,j.jct.2010.06.011,hexane,CCCCCC,313.15,20000.0,663.1,0.05,,,,,,,,,,,,
191690,j.jct.2010.06.011,hexane,CCCCCC,313.15,30000.0,672.1,0.05,,,,,,,,,,,,
191691,j.jct.2010.06.011,hexane,CCCCCC,313.15,40000.0,680.2,0.05,,,,,,,,,,,,
194417,j.jct.2010.07.014,methanol,CO,293.15,101.325,791.243,0.01,,,,,,,,,,,,
194418,j.jct.2010.07.014,methanol,CO,303.15,101.325,781.813,0.01,,,,,,,,,,,,
194419,j.jct.2010.07.014,methanol,CO,313.15,101.325,772.287,0.01,,,,,,,,,,,,
194420,j.jct.2010.07.014,methanol,CO,323.15,101.325,762.628,0.01,,,,,,,,,,,,
194421,j.jct.2010.07.014,methanol,CO,293.15,101.325,,,1118.83,0.5,,,,,,,,,,
194422,j.jct.2010.07.014,methanol,CO,303.15,101.325,,,1085.99,0.5,,,,,,,,,,
194423,j.jct.2010.07.014,methanol,CO,313.15,101.325,,,1053.55,0.5,,,,,,,,,,
194424,j.jct.2010.07.014,methanol,CO,323.15,101.325,,,1021.53,0.5,,,,,,,,,,
194427,j.jct.2010.07.014,ethanol,CCO,303.15,101.325,781.302,0.01,,,,,,,,,,,,
194428,j.jct.2010.07.014,ethanol,CCO,313.15,101.325,772.569,0.01,,,,,,,,,,,,
194429,j.jct.2010.07.014,ethanol,CCO,323.15,101.325,763.647,0.01,,,,,,,,,,,,
194430,j.jct.2010.07.014,ethanol,CCO,303.15,101.325,,,1127.2,0.5,,,,,,,,,,
194431,j.jct.2010.07.014,ethanol,CCO,313.15,101.325,,,1093.64,0.5,,,,,,,,,,
194432,j.jct.2010.07.014,ethanol,CCO,323.15,101.325,,,1060.44,0.5,,,,,,,,,,
195432,j.jct.2010.08.006,tetrahydrofuran,C1CCOC1,278.15,101.325,903.71,,,,,,,,,,,,,
195433,j.jct.2010.08.006,tetrahydrofuran,C1CCOC1,288.15,101.325,892.94,,,,,,,,,,,,,
195434,j.jct.2010.08.006,tetrahydrofuran,C1CCOC1,298.15,101.325,882.04,,,,,,,,,,,,,
195435,j.jct.2010.08.006,tetrahydrofuran,C1CCOC1,308.15,101.325,871.01,,,,,,,,,,,,,
195436,j.jct.2010.08.006,tetrahydrofuran,C1CCOC1,318.15,101.325,859.84,,,,,,,,,,,,,
195599,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,1102.03,779.471,0.08,,,,,,,,,,,,
195600,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,2002.37,780.22,0.08,,,,,,,,,,,,
195601,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,4003.86,781.856,0.08,,,,,,,,,,,,
195602,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,6003.84,783.454,0.08,,,,,,,,,,,,
195603,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,8003.3,785.025,0.081,,,,,,,,,,,,
195604,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,10042.2,786.595,0.081,,,,,,,,,,,,
195605,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,12045.5,788.105,0.081,,,,,,,,,,,,
195606,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,13918.7,789.495,0.081,,,,,,,,,,,,
195607,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,15982.4,790.995,0.081,,,,,,,,,,,,
195608,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,17946.4,792.401,0.081,,,,,,,,,,,,
195609,j.jct.2010.08.010,cyclohexane,C1CCCCC1,293.15,20017.1,793.855,0.081,,,,,,,,,,,,
195610,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,102.48,759.667,0.078,,,,,,,,,,,,
195611,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,1139.02,760.675,0.078,,,,,,,,,,,,
195612,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,2012.18,761.509,0.078,,,,,,,,,,,,
195613,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,4102.38,763.47,0.078,,,,,,,,,,,,
195614,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,5932.83,765.157,0.079,,,,,,,,,,,,
195615,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,7910.5,766.936,0.079,,,,,,,,,,,,
195616,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,10017.5,768.784,0.079,,,,,,,,,,,,
195617,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,12069.2,770.545,0.079,,,,,,,,,,,,
195618,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,13964.7,772.137,0.079,,,,,,,,,,,,
195619,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,15901.8,773.737,0.079,,,,,,,,,,,,
195620,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,17955.8,775.394,0.08,,,,,,,,,,,,
195621,j.jct.2010.08.010,cyclohexane,C1CCCCC1,313.15,20142.4,777.123,0.08,,,,,,,,,,,,
195622,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,1112.41,741.367,0.076,,,,,,,,,,,,
195623,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,2043.58,742.401,0.076,,,,,,,,,,,,
195624,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,3987.96,744.517,0.076,,,,,,,,,,,,
195625,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,5966.83,746.613,0.077,,,,,,,,,,,,
195626,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,8141.84,748.853,0.077,,,,,,,,,,,,
195627,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,10007.2,750.72,0.077,,,,,,,,,,,,
195628,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,11993.6,752.664,0.077,,,,,,,,,,,,
195629,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,14092.7,754.666,0.077,,,,,,,,,,,,
195630,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,15962.9,756.414,0.078,,,,,,,,,,,,
195631,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,17994.7,758.261,0.078,,,,,,,,,,,,
195632,j.jct.2010.08.010,cyclohexane,C1CCCCC1,333.15,19860.6,759.929,0.078,,,,,,,,,,,,
195633,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,1109.91,721.547,0.074,,,,,,,,,,,,
195634,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,1973.18,722.669,0.074,,,,,,,,,,,,
195635,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,4000.02,725.242,0.075,,,,,,,,,,,,
195636,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,6001.27,727.698,0.075,,,,,,,,,,,,
195637,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,8046.51,730.125,0.075,,,,,,,,,,,,
195638,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,10046.1,732.423,0.075,,,,,,,,,,,,
195639,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,11820.5,734.413,0.075,,,,,,,,,,,,
195640,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,13860.0,736.633,0.076,,,,,,,,,,,,
195641,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,15939.7,738.835,0.076,,,,,,,,,,,,
195642,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,18023.4,740.978,0.076,,,,,,,,,,,,
195643,j.jct.2010.08.010,cyclohexane,C1CCCCC1,353.15,20002.8,742.965,0.076,,,,,,,,,,,,
195644,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,1115.51,701.065,0.072,,,,,,,,,,,,
195645,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,1950.06,702.346,0.072,,,,,,,,,,,,
195646,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,4154.07,705.638,0.073,,,,,,,,,,,,
195647,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,6126.03,708.455,0.073,,,,,,,,,,,,
195648,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,8029.39,711.079,0.073,,,,,,,,,,,,
195649,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,9951.24,713.63,0.073,,,,,,,,,,,,
195650,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,12097.1,716.383,0.074,,,,,,,,,,,,
195651,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,13877.0,718.592,0.074,,,,,,,,,,,,
195652,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,16148.1,721.319,0.074,,,,,,,,,,,,
195653,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,18077.7,723.568,0.074,,,,,,,,,,,,
195654,j.jct.2010.08.010,cyclohexane,C1CCCCC1,373.15,19877.0,725.607,0.075,,,,,,,,,,,,
195655,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,1162.91,679.792,0.07,,,,,,,,,,,,
195656,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,1960.31,681.265,0.07,,,,,,,,,,,,
195657,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,3901.42,684.723,0.07,,,,,,,,,,,,
195658,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,5983.91,688.253,0.071,,,,,,,,,,,,
195659,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,7986.39,691.487,0.071,,,,,,,,,,,,
195660,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,9903.28,694.452,0.071,,,,,,,,,,,,
195661,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,11974.7,697.527,0.072,,,,,,,,,,,,
195662,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,13821.0,700.163,0.072,,,,,,,,,,,,
195663,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,16029.3,703.195,0.072,,,,,,,,,,,,
195664,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,18027.3,705.845,0.073,,,,,,,,,,,,
195665,j.jct.2010.08.010,cyclohexane,C1CCCCC1,393.15,20003.7,708.371,0.073,,,,,,,,,,,,
195725,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,102.01,903.705,0.092,,,,,,,,,,,,
195726,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,1102.59,904.316,0.092,,,,,,,,,,,,
195727,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,1837.13,904.762,0.092,,,,,,,,,,,,
195728,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,3915.79,906.0,0.093,,,,,,,,,,,,
195729,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,6024.32,907.237,0.093,,,,,,,,,,,,
195730,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,7905.75,908.333,0.093,,,,,,,,,,,,
195731,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,9884.5,909.467,0.093,,,,,,,,,,,,
195732,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,11994.6,910.665,0.093,,,,,,,,,,,,
195733,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,13974.9,911.777,0.093,,,,,,,,,,,,
195734,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,15950.9,912.877,0.093,,,,,,,,,,,,
195735,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,17977.8,913.989,0.093,,,,,,,,,,,,
195736,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,20022.0,915.098,0.094,,,,,,,,,,,,
195737,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,21921.0,916.119,0.094,,,,,,,,,,,,
195738,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,24088.4,917.274,0.094,,,,,,,,,,,,
195739,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,25989.8,918.275,0.094,,,,,,,,,,,,
195740,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,27826.7,919.23,0.094,,,,,,,,,,,,
195741,j.jct.2010.08.010,toluene,Cc1ccccc1,253.15,29745.9,920.223,0.094,,,,,,,,,,,,
195743,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,1027.82,885.881,0.091,,,,,,,,,,,,
195744,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,1996.92,886.534,0.091,,,,,,,,,,,,
195745,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,4081.7,887.926,0.091,,,,,,,,,,,,
195746,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,5913.44,889.129,0.091,,,,,,,,,,,,
195747,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,8004.24,890.482,0.091,,,,,,,,,,,,
195748,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,9932.36,891.714,0.091,,,,,,,,,,,,
195749,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,11879.8,892.948,0.091,,,,,,,,,,,,
195750,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,13887.7,894.195,0.091,,,,,,,,,,,,
195751,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,16098.5,895.56,0.092,,,,,,,,,,,,
195752,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,18098.9,896.771,0.092,,,,,,,,,,,,
195753,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,19969.2,897.897,0.092,,,,,,,,,,,,
195754,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,21859.8,899.011,0.092,,,,,,,,,,,,
195755,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,23914.0,900.215,0.092,,,,,,,,,,,,
195756,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,25979.6,901.41,0.092,,,,,,,,,,,,
195757,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,28069.5,902.607,0.092,,,,,,,,,,,,
195758,j.jct.2010.08.010,toluene,Cc1ccccc1,273.15,30122.7,903.766,0.092,,,,,,,,,,,,
195760,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,1127.75,867.518,0.089,,,,,,,,,,,,
195761,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,2021.41,868.196,0.089,,,,,,,,,,,,
195762,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,3955.95,869.643,0.089,,,,,,,,,,,,
195763,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,6107.05,871.23,0.089,,,,,,,,,,,,
195764,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,8032.84,872.623,0.089,,,,,,,,,,,,
195765,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,9984.75,874.014,0.089,,,,,,,,,,,,
195766,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,12114.3,875.512,0.09,,,,,,,,,,,,
195767,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,13946.9,876.779,0.09,,,,,,,,,,,,
195768,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,15848.7,878.081,0.09,,,,,,,,,,,,
195769,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,17969.1,879.506,0.09,,,,,,,,,,,,
195770,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,19990.5,880.848,0.09,,,,,,,,,,,,
195771,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,22236.4,882.319,0.09,,,,,,,,,,,,
195772,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,23980.9,883.441,0.09,,,,,,,,,,,,
195773,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,25908.5,884.671,0.09,,,,,,,,,,,,
195774,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,27990.5,885.976,0.091,,,,,,,,,,,,
195775,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,30011.0,887.242,0.091,,,,,,,,,,,,
195776,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,100.25,848.035,0.087,,,,,,,,,,,,
195777,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,1103.1,848.903,0.087,,,,,,,,,,,,
195778,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,2030.62,849.693,0.087,,,,,,,,,,,,
195779,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,3897.28,851.277,0.087,,,,,,,,,,,,
195780,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,6141.83,853.137,0.087,,,,,,,,,,,,
195781,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,7925.24,854.59,0.087,,,,,,,,,,,,
195782,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,9859.02,856.142,0.088,,,,,,,,,,,,
195783,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,11934.7,857.774,0.088,,,,,,,,,,,,
195784,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,13950.3,859.327,0.088,,,,,,,,,,,,
195785,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,16069.1,860.941,0.088,,,,,,,,,,,,
195786,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,17874.1,862.289,0.088,,,,,,,,,,,,
195787,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,19838.4,863.738,0.088,,,,,,,,,,,,
195788,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,22114.3,865.383,0.089,,,,,,,,,,,,
195789,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,24096.9,866.799,0.089,,,,,,,,,,,,
195790,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,25913.1,868.068,0.089,,,,,,,,,,,,
195791,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,28004.7,869.523,0.089,,,,,,,,,,,,
195792,j.jct.2010.08.010,toluene,Cc1ccccc1,313.15,29965.5,870.863,0.089,,,,,,,,,,,,
195794,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,1101.01,830.042,0.085,,,,,,,,,,,,
195795,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,2134.31,831.05,0.085,,,,,,,,,,,,
195796,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,4003.84,832.841,0.085,,,,,,,,,,,,
