,filename,components,smiles,"Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std"
413495,j.jct.2014.07.023,"1,4-butanediol",OCCCCO,215.38919,4.3077838
413496,j.jct.2014.07.023,"1,4-butanediol",OCCCCO,218.543425,4.3708685
486611,j.fluid.2005.03.026,decane,CCCCCCCCCC,310.09,0.15
486612,j.fluid.2005.03.026,decane,CCCCCCCCCC,315.04,0.15
486613,j.fluid.2005.03.026,decane,CCCCCCCCCC,320.03,0.15
486614,j.fluid.2005.03.026,"1,4-dimethylbenzene",Cc1ccc(C)cc1,178.86,0.15
486615,j.fluid.2005.03.026,"1,4-dimethylbenzene",Cc1ccc(C)cc1,182.56,0.15
486616,j.fluid.2005.03.026,"1,4-dimethylbenzene",Cc1ccc(C)cc1,186.15,0.15
550067,j.fluid.2008.09.004,ethanol,CCO,111.3,0.3339
550068,j.fluid.2008.09.004,ethanol,CCO,113.3,0.3399
550069,j.fluid.2008.09.004,ethanol,CCO,115.3,0.3459
550070,j.fluid.2008.09.004,ethanol,CCO,117.5,0.3525
550071,j.fluid.2008.09.004,ethanol,CCO,119.7,0.3591
550072,j.fluid.2008.09.004,ethanol,CCO,122.1,0.3663
644049,j.fluid.2013.06.041,"1,2-ethanediol",OCCO,145.38,2.9076
644050,j.fluid.2013.06.041,"1,2-ethanediol",OCCO,148.527,2.97054
644051,j.fluid.2013.06.041,"1,2-ethanediol",OCCO,150.219,3.00438
644052,j.fluid.2013.06.041,"1,2-ethanediol",OCCO,151.958,3.03916
644053,j.fluid.2013.06.041,"1,2-ethanediol",OCCO,155.486,3.10972
644059,j.fluid.2013.06.041,"1,3-propanediol",OCCCO,169.437,3.38874
644060,j.fluid.2013.06.041,"1,3-propanediol",OCCCO,174.371,3.48742
644061,j.fluid.2013.06.041,"1,3-propanediol",OCCCO,176.905,3.5381
644062,j.fluid.2013.06.041,"1,3-propanediol",OCCCO,179.517,3.59034
644063,j.fluid.2013.06.041,"1,3-propanediol",OCCCO,185.087,3.70174
644069,j.fluid.2013.06.041,"1,2-propanediol",CC(O)CO,183.257,3.66514
644070,j.fluid.2013.06.041,"1,2-propanediol",CC(O)CO,188.621,3.77242
644071,j.fluid.2013.06.041,"1,2-propanediol",CC(O)CO,191.288,3.82576
644072,j.fluid.2013.06.041,"1,2-propanediol",CC(O)CO,193.948,3.87896
644073,j.fluid.2013.06.041,"1,2-propanediol",CC(O)CO,199.253,3.98506
644079,j.fluid.2013.06.041,"1,4-butanediol",OCCCCO,195.506,3.91012
644080,j.fluid.2013.06.041,"1,4-butanediol",OCCCCO,200.854,4.01708
644081,j.fluid.2013.06.041,"1,4-butanediol",OCCCCO,203.726,4.07452
644082,j.fluid.2013.06.041,"1,4-butanediol",OCCCCO,206.711,4.13422
644083,j.fluid.2013.06.041,"1,4-butanediol",OCCCCO,212.958,4.25916
647272,j.fluid.2013.08.005,water,O,75.368725408,0.376843627
647273,j.fluid.2013.08.005,water,O,75.33990096,0.3766995048
647274,j.fluid.2013.08.005,water,O,75.329091792,0.376645459
647275,j.fluid.2013.08.005,water,O,75.338099432,0.3766904972
647276,j.fluid.2013.08.005,water,O,75.350710128,0.3767535506
647277,j.fluid.2013.08.005,water,O,75.32188568,0.3766094284
647278,j.fluid.2013.08.005,water,O,75.316481096,0.3765824055
647279,j.fluid.2013.08.005,water,O,75.332694848,0.3766634742
647671,j.fluid.2013.08.007,2-propanol,CC(C)O,72.6,1.452
647672,j.fluid.2013.08.007,2-propanol,CC(C)O,70.88,1.4176
647674,j.fluid.2013.08.007,2-propanol,CC(C)O,102.8,2.056
647675,j.fluid.2013.08.007,2-propanol,CC(C)O,99.51,1.9902
647677,j.fluid.2013.08.007,2-propanol,CC(C)O,128.01,2.5602
647678,j.fluid.2013.08.007,2-propanol,CC(C)O,122.37,2.4474
647702,j.fluid.2013.08.007,water,O,40.08,0.8016
647703,j.fluid.2013.08.007,water,O,39.35,0.787
647705,j.fluid.2013.08.007,water,O,40.48,0.8096
647706,j.fluid.2013.08.007,water,O,39.81,0.7962
647708,j.fluid.2013.08.007,water,O,41.21,0.8242
647709,j.fluid.2013.08.007,water,O,40.45,0.809
667704,j.fluid.2014.03.017,water,O,74.88951896,1.4977903792
667705,j.fluid.2014.03.017,water,O,73.70051048,1.4740102096
667706,j.fluid.2014.03.017,water,O,74.6733356,1.493466712
667708,j.fluid.2014.03.017,water,O,75.33990096,1.5067980192
667709,j.fluid.2014.03.017,water,O,75.05165648,1.5010331296
667710,j.fluid.2014.03.017,water,O,76.00646632,1.5201293264
667712,j.fluid.2014.03.017,water,O,76.0244816,1.520489632
667713,j.fluid.2014.03.017,water,O,75.9344052,1.518688104
667714,j.fluid.2014.03.017,water,O,75.82631352,1.5165262704
667716,j.fluid.2014.03.017,water,O,75.8443288,1.516886576
667717,j.fluid.2014.03.017,water,O,75.46600792,1.5093201584
667718,j.fluid.2014.03.017,water,O,74.96158008,1.4992316016
667720,j.fluid.2014.03.017,water,O,75.46600792,1.5093201584
667721,j.fluid.2014.03.017,water,O,75.23180928,1.5046361856
667722,j.fluid.2014.03.017,water,O,75.10570232,1.5021140464
667724,j.fluid.2014.03.017,water,O,75.95242048,1.5190484096
667725,j.fluid.2014.03.017,water,O,75.28585512,1.5057171024
667726,j.fluid.2014.03.017,water,O,75.06967176,1.5013934352
667728,j.fluid.2014.03.017,water,O,75.8443288,1.516886576
667729,j.fluid.2014.03.017,water,O,75.62814544,1.5125629088
667730,j.fluid.2014.03.017,water,O,75.24982456,1.5049964912
679557,j.fluid.2014.06.024,tetrahydropyran,C1CCOCC1,149.62,0.44886
679558,j.fluid.2014.06.024,tetrahydropyran,C1CCOCC1,151.22,0.45366
679559,j.fluid.2014.06.024,tetrahydropyran,C1CCOCC1,153.08,0.45924
679566,j.fluid.2014.06.024,benzene,c1ccccc1,135.18,0.40554
679567,j.fluid.2014.06.024,benzene,c1ccccc1,136.4,0.4092
679568,j.fluid.2014.06.024,benzene,c1ccccc1,137.61,0.41283
679575,j.fluid.2014.06.024,toluene,Cc1ccccc1,157.18,0.47154
679576,j.fluid.2014.06.024,toluene,Cc1ccccc1,158.61,0.47583
679577,j.fluid.2014.06.024,toluene,Cc1ccccc1,160.09,0.48027
679584,j.fluid.2014.06.024,xylene,Cc1ccccc1C,187.55,0.56265
679585,j.fluid.2014.06.024,xylene,Cc1ccccc1C,189.11,0.56733
679586,j.fluid.2014.06.024,xylene,Cc1ccccc1C,190.62,0.57186
711366,j.fluid.2015.05.016,methanol,CO,81.37,0.4
711368,j.fluid.2015.05.016,"1,2-propanediol",CC(O)CO,191.71,0.86
711371,j.fluid.2015.05.016,"1,2-pentanediol",CCCC(O)CO,266.29,1.33
739940,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,200.72,0.30108
739941,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,204.34,0.30651
739942,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,209.01,0.313515
739943,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,213.91,0.320865
739944,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,213.88,0.32082
739945,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,213.94,0.32091
739946,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,218.98,0.32847
739947,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,224.32,0.33648
739948,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,229.74,0.34461
739949,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,235.2,0.3528
739950,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,240.7,0.36105
739951,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,246.21,0.369315
739952,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,251.55,0.377325
739953,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,256.8,0.3852
739954,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,261.79,0.392685
739955,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,266.64,0.39996
739956,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,271.18,0.40677
739957,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,272.93,0.409395
941846,je0601513,1-propanol,CCCO,139,0.139
941847,je0601513,1-propanol,CCCO,142.3,0.1423
941848,je0601513,1-propanol,CCCO,144.9,0.1449
941849,je0601513,1-propanol,CCCO,148.2,0.1482
941850,je0601513,1-propanol,CCCO,151,0.151
941851,je0601513,1-propanol,CCCO,153.7,0.1537
941852,je0601513,1-propanol,CCCO,157.1,0.1571
941853,je0601513,1-propanol,CCCO,160.1,0.1601
941854,je0601513,1-propanol,CCCO,164.5,0.1645
941855,je0601513,1-propanol,CCCO,167.8,0.1678
945119,je060200b,heptane,CCCCCCC,222.87,0.334305
945120,je060200b,heptane,CCCCCCC,223.23,0.334845
945121,je060200b,heptane,CCCCCCC,223.6,0.3354
945122,je060200b,heptane,CCCCCCC,223.97,0.335955
945123,je060200b,heptane,CCCCCCC,224.35,0.336525
945124,je060200b,heptane,CCCCCCC,224.72,0.33708
945125,je060200b,heptane,CCCCCCC,225.1,0.33765
945126,je060200b,heptane,CCCCCCC,225.47,0.338205
945127,je060200b,heptane,CCCCCCC,225.87,0.338805
945128,je060200b,heptane,CCCCCCC,226.22,0.33933
945129,je060200b,heptane,CCCCCCC,226.61,0.339915
945130,je060200b,heptane,CCCCCCC,227,0.3405
945131,je060200b,heptane,CCCCCCC,227.4,0.3411
945132,je060200b,heptane,CCCCCCC,227.75,0.341625
945133,je060200b,heptane,CCCCCCC,228.14,0.34221
945134,je060200b,heptane,CCCCCCC,228.54,0.34281
945135,je060200b,heptane,CCCCCCC,228.95,0.343425
945136,je060200b,heptane,CCCCCCC,229.3,0.34395
945137,je060200b,heptane,CCCCCCC,229.71,0.344565
945138,je060200b,heptane,CCCCCCC,230.11,0.345165
945139,je060200b,heptane,CCCCCCC,230.51,0.345765
995957,je060411g,2-methyl-1-butanol,CCC(C)CO,175.88,1.7588
995958,je060411g,2-methyl-1-butanol,CCC(C)CO,176.43,1.7643
995959,je060411g,2-methyl-1-butanol,CCC(C)CO,177.14,1.7714
995960,je060411g,2-methyl-1-butanol,CCC(C)CO,177.16,1.7716
995961,je060411g,2-methyl-1-butanol,CCC(C)CO,177.34,1.7734
995962,je060411g,2-methyl-1-butanol,CCC(C)CO,177.97,1.7797
995963,je060411g,2-methyl-1-butanol,CCC(C)CO,178.62,1.7862
995964,je060411g,2-methyl-1-butanol,CCC(C)CO,179.24,1.7924
995965,je060411g,2-methyl-1-butanol,CCC(C)CO,179.85,1.7985
995966,je060411g,2-methyl-1-butanol,CCC(C)CO,180.45,1.8045
995967,je060411g,2-methyl-1-butanol,CCC(C)CO,181.06,1.8106
995968,je060411g,2-methyl-1-butanol,CCC(C)CO,181.7,1.817
995969,je060411g,2-methyl-1-butanol,CCC(C)CO,182.25,1.8225
995970,je060411g,2-methyl-1-butanol,CCC(C)CO,182.89,1.8289
995971,je060411g,2-methyl-1-butanol,CCC(C)CO,183.6,1.836
995972,je060411g,2-methyl-1-butanol,CCC(C)CO,184.25,1.8425
995973,je060411g,2-methyl-1-butanol,CCC(C)CO,184.88,1.8488
995974,je060411g,2-methyl-1-butanol,CCC(C)CO,185.71,1.8571
995975,je060411g,2-methyl-1-butanol,CCC(C)CO,186.53,1.8653
995976,je060411g,2-methyl-1-butanol,CCC(C)CO,187.04,1.8704
995977,je060411g,2-methyl-1-butanol,CCC(C)CO,187.76,1.8776
995978,je060411g,2-methyl-1-butanol,CCC(C)CO,188.25,1.8825
995979,je060411g,2-methyl-1-butanol,CCC(C)CO,189.05,1.8905
995980,je060411g,2-methyl-1-butanol,CCC(C)CO,189.75,1.8975
995981,je060411g,2-methyl-1-butanol,CCC(C)CO,190.39,1.9039
995982,je060411g,2-methyl-1-butanol,CCC(C)CO,191.2,1.912
995983,je060411g,2-methyl-1-butanol,CCC(C)CO,191.82,1.9182
995984,je060411g,2-methyl-1-butanol,CCC(C)CO,192.56,1.9256
995985,je060411g,2-methyl-1-butanol,CCC(C)CO,193.3,1.933
995986,je060411g,2-methyl-1-butanol,CCC(C)CO,193.91,1.9391
995987,je060411g,2-methyl-1-butanol,CCC(C)CO,194.8,1.948
995988,je060411g,2-methyl-1-butanol,CCC(C)CO,195.48,1.9548
995989,je060411g,2-methyl-1-butanol,CCC(C)CO,196.42,1.9642
995990,je060411g,2-methyl-1-butanol,CCC(C)CO,197.02,1.9702
995991,je060411g,2-methyl-1-butanol,CCC(C)CO,197.86,1.9786
995992,je060411g,2-methyl-1-butanol,CCC(C)CO,198.58,1.9858
995993,je060411g,2-methyl-1-butanol,CCC(C)CO,199.41,1.9941
995994,je060411g,2-methyl-1-butanol,CCC(C)CO,200.28,2.0028
995995,je060411g,2-methyl-1-butanol,CCC(C)CO,201.04,2.0104
995996,je060411g,2-methyl-1-butanol,CCC(C)CO,201.86,2.0186
995997,je060411g,2-methyl-1-butanol,CCC(C)CO,202.76,2.0276
995998,je060411g,2-methyl-1-butanol,CCC(C)CO,203.46,2.0346
995999,je060411g,2-methyl-1-butanol,CCC(C)CO,204.47,2.0447
996000,je060411g,2-methyl-1-butanol,CCC(C)CO,205.13,2.0513
996001,je060411g,2-methyl-1-butanol,CCC(C)CO,206.07,2.0607
996002,je060411g,2-methyl-1-butanol,CCC(C)CO,206.55,2.0655
996003,je060411g,2-methyl-1-butanol,CCC(C)CO,207.65,2.0765
996004,je060411g,2-methyl-1-butanol,CCC(C)CO,208.23,2.0823
996005,je060411g,2-methyl-1-butanol,CCC(C)CO,209.45,2.0945
996006,je060411g,2-methyl-1-butanol,CCC(C)CO,210.26,2.1026
996007,je060411g,2-methyl-1-butanol,CCC(C)CO,211.14,2.1114
996008,je060411g,2-methyl-1-butanol,CCC(C)CO,211.98,2.1198
996009,je060411g,2-methyl-1-butanol,CCC(C)CO,212.94,2.1294
996010,je060411g,2-methyl-1-butanol,CCC(C)CO,213.73,2.1373
996011,je060411g,2-methyl-1-butanol,CCC(C)CO,214.69,2.1469
996607,je060411g,2-pentanol,CCCC(C)O,184.81,1.8481
996608,je060411g,2-pentanol,CCCC(C)O,185.96,1.8596
996609,je060411g,2-pentanol,CCCC(C)O,186.49,1.8649
996610,je060411g,2-pentanol,CCCC(C)O,187.53,1.8753
996611,je060411g,2-pentanol,CCCC(C)O,187.26,1.8726
996612,je060411g,2-pentanol,CCCC(C)O,189.21,1.8921
996613,je060411g,2-pentanol,CCCC(C)O,189.4,1.894
996614,je060411g,2-pentanol,CCCC(C)O,190.9,1.909
996615,je060411g,2-pentanol,CCCC(C)O,191.63,1.9163
996616,je060411g,2-pentanol,CCCC(C)O,192.75,1.9275
996617,je060411g,2-pentanol,CCCC(C)O,194.51,1.9451
996618,je060411g,2-pentanol,CCCC(C)O,193.87,1.9387
996619,je060411g,2-pentanol,CCCC(C)O,196.4,1.964
996620,je060411g,2-pentanol,CCCC(C)O,196.18,1.9618
996621,je060411g,2-pentanol,CCCC(C)O,198.15,1.9815
996622,je060411g,2-pentanol,CCCC(C)O,198.56,1.9856
996623,je060411g,2-pentanol,CCCC(C)O,200.17,2.0017
996624,je060411g,2-pentanol,CCCC(C)O,201.01,2.0101
996625,je060411g,2-pentanol,CCCC(C)O,202.16,2.0216
996626,je060411g,2-pentanol,CCCC(C)O,204.25,2.0425
996627,je060411g,2-pentanol,CCCC(C)O,203.73,2.0373
996628,je060411g,2-pentanol,CCCC(C)O,206.27,2.0627
996629,je060411g,2-pentanol,CCCC(C)O,206.33,2.0633
996630,je060411g,2-pentanol,CCCC(C)O,208.32,2.0832
996631,je060411g,2-pentanol,CCCC(C)O,208.61,2.0861
996632,je060411g,2-pentanol,CCCC(C)O,210.5,2.105
996633,je060411g,2-pentanol,CCCC(C)O,211.18,2.1118
996634,je060411g,2-pentanol,CCCC(C)O,212.62,2.1262
996635,je060411g,2-pentanol,CCCC(C)O,214.76,2.1476
996636,je060411g,2-pentanol,CCCC(C)O,213.77,2.1377
996637,je060411g,2-pentanol,CCCC(C)O,216.99,2.1699
996638,je060411g,2-pentanol,CCCC(C)O,216.55,2.1655
996639,je060411g,2-pentanol,CCCC(C)O,219.38,2.1938
996640,je060411g,2-pentanol,CCCC(C)O,219.25,2.1925
996641,je060411g,2-pentanol,CCCC(C)O,221.67,2.2167
996642,je060411g,2-pentanol,CCCC(C)O,222.07,2.2207
996643,je060411g,2-pentanol,CCCC(C)O,224.09,2.2409
996644,je060411g,2-pentanol,CCCC(C)O,224.87,2.2487
996645,je060411g,2-pentanol,CCCC(C)O,226.3,2.263
996646,je060411g,2-pentanol,CCCC(C)O,228.63,2.2863
996647,je060411g,2-pentanol,CCCC(C)O,227.43,2.2743
996648,je060411g,2-pentanol,CCCC(C)O,231.18,2.3118
996649,je060411g,2-pentanol,CCCC(C)O,230.08,2.3008
996650,je060411g,2-pentanol,CCCC(C)O,233.65,2.3365
996651,je060411g,2-pentanol,CCCC(C)O,233,2.33
996652,je060411g,2-pentanol,CCCC(C)O,235.81,2.3581
996653,je060411g,2-pentanol,CCCC(C)O,235.62,2.3562
1048717,je100671v,ethanol,CCO,112,0.168
1048718,je100671v,ethanol,CCO,114,0.171
1048719,je100671v,ethanol,CCO,116,0.174
1048720,je100671v,ethanol,CCO,118,0.177
1048729,je100671v,1-octanol,CCCCCCCCO,304,0.456
1048730,je100671v,1-octanol,CCCCCCCCO,329,0.4935
1048731,je100671v,1-octanol,CCCCCCCCO,354,0.531
1048732,je100671v,1-octanol,CCCCCCCCO,379,0.5685
1152602,je2013473,ethanol,CCO,102.0415946,27.1803796
1152603,je2013473,ethanol,CCO,102.91689496,25.7983264
1152604,je2013473,ethanol,CCO,103.51578468,25.7983264
1152605,je2013473,ethanol,CCO,104.3450166,27.641064
1152606,je2013473,ethanol,CCO,105.35852228,28.1017484
1152607,je2013473,ethanol,CCO,106.51023328,27.641064
1152608,je2013473,ethanol,CCO,107.66194428,30.8658548
1152609,je2013473,ethanol,CCO,108.53724464,29.4838016
1152610,je2013473,ethanol,CCO,109.68895564,30.4051704
1152611,je2013473,ethanol,CCO,111.34741948,28.1017484
1152612,je2013473,ethanol,CCO,112.91374644,30.4051704
1152613,je2013473,ethanol,CCO,117.2441798,26.7196952
1152614,je2013473,ethanol,CCO,117.42845356,28.5624328
1152615,je2013473,ethanol,CCO,117.61272732,27.1803796
1152616,je2013473,ethanol,CCO,116.92170072,29.0231172
1152617,je2013473,ethanol,CCO,130.6040274,29.944486
1152618,je2013473,ethanol,CCO,130.92650648,31.3265392
1152619,je2013473,ethanol,CCO,130.78830116,29.4838016
1152620,je2013473,ethanol,CCO,131.38719088,29.0231172
1152621,je2013473,ethanol,CCO,130.6040274,25.7983264
1152622,je2013473,ethanol,CCO,131.11078024,28.1017484
1152623,je2013473,ethanol,CCO,109.50468188,28.1017484
1152624,je2013473,ethanol,CCO,112.26878828,27.1803796
1152625,je2013473,ethanol,CCO,114.9407578,28.1017484
1152626,je2013473,ethanol,CCO,116.69135852,32.7085924
1152627,je2013473,ethanol,CCO,120.05435464,29.4838016
1152628,je2013473,ethanol,CCO,122.35777664,26.7196952
1152629,je2013473,ethanol,CCO,109.45861344,31.3265392
1152630,je2013473,ethanol,CCO,111.34741948,32.247908
1152631,je2013473,ethanol,CCO,112.54519892,31.3265392
1152632,je2013473,ethanol,CCO,114.2497312,35.0120144
1152633,je2013473,ethanol,CCO,117.10597448,35.0120144
1152634,je2013473,ethanol,CCO,119.87008088,34.0906456
1152635,je2013473,ethanol,CCO,121.52854472,27.1803796
1152636,je2013473,ethanol,CCO,122.91059792,41.461596
1152637,je2013473,ethanol,CCO,124.01624048,30.8658548
1152638,je2013473,ethanol,CCO,126.50393624,31.7872236
1152639,je2013473,ethanol,CCO,127.47137348,30.8658548
1152640,je2013473,ethanol,CCO,130.05120612,28.5624328
1152641,je2013473,ethanol,CCO,130.88043804,29.0231172
1152642,je2013473,ethanol,CCO,132.07821748,31.3265392
1290245,je401098b,benzene,c1ccccc1,133.63,0.40089
1290246,je401098b,benzene,c1ccccc1,135.32,0.40596
1290247,je401098b,benzene,c1ccccc1,136.62,0.40986
1290248,je401098b,cyclohexane,C1CCCCC1,153.75,0.46125
1290249,je401098b,cyclohexane,C1CCCCC1,156.2,0.4686
1290250,je401098b,cyclohexane,C1CCCCC1,158.95,0.47685
1320201,je500512f,methoxymethane,COC,113.19015708,2.3769932987
1320202,je500512f,methoxymethane,COC,112.82160956,2.3692538008
1320203,je500512f,methoxymethane,COC,112.13058296,2.3547422422
1320204,je500512f,methoxymethane,COC,112.36092516,2.3595794284
1320205,je500512f,methoxymethane,COC,111.99237764,2.3518399304
1320206,je500512f,methoxymethane,COC,111.53169324,2.342165558
1320207,je500512f,methoxymethane,COC,111.2552826,2.3363609346
1320208,je500512f,methoxymethane,COC,111.0249404,2.3315237484
1320209,je500512f,methoxymethane,COC,113.46656772,2.3827979221
1320210,je500512f,methoxymethane,COC,112.91374644,2.3711886752
1320211,je500512f,methoxymethane,COC,112.31485672,2.3586119911
1320212,je500512f,methoxymethane,COC,112.45306204,2.3615143028
1320213,je500512f,methoxymethane,COC,111.715967,2.346035307
1320214,je500512f,methoxymethane,COC,111.20921416,2.3353934974
1320215,je500512f,methoxymethane,COC,111.43955636,2.3402306836
1320216,je500512f,methoxymethane,COC,111.30135104,2.3373283718
1320217,je500512f,methoxymethane,COC,114.80255248,2.4108536021
1320218,je500512f,methoxymethane,COC,114.11152588,2.3963420435
1320219,je500512f,methoxymethane,COC,113.60477304,2.3857002338
1320220,je500512f,methoxymethane,COC,113.46656772,2.3827979221
1320221,je500512f,methoxymethane,COC,112.77554112,2.3682863635
1320222,je500512f,methoxymethane,COC,112.13058296,2.3547422422
1320223,je500512f,methoxymethane,COC,112.45306204,2.3615143028
1320224,je500512f,methoxymethane,COC,112.22271984,2.3566771166
1320225,je500512f,methoxymethane,COC,116.23067412,2.4408441565
1320226,je500512f,methoxymethane,COC,115.44751064,2.4243977234
1320227,je500512f,methoxymethane,COC,115.03289468,2.4156907883
1320228,je500512f,methoxymethane,COC,114.89468936,2.4127884766
1320229,je500512f,methoxymethane,COC,114.019389,2.394407169
1320230,je500512f,methoxymethane,COC,113.37443084,2.3808630476
1320231,je500512f,methoxymethane,COC,113.5587046,2.3847327966
1320232,je500512f,methoxymethane,COC,113.28229396,2.3789281732
1320233,je500512f,methoxymethane,COC,117.84306952,2.4747044599
1320234,je500512f,methoxymethane,COC,116.92170072,2.4553557151
1320235,je500512f,methoxymethane,COC,116.64529008,2.4495510917
1320236,je500512f,methoxymethane,COC,116.04640036,2.4369744076
1320237,je500512f,methoxymethane,COC,115.30930532,2.4214954117
1320238,je500512f,methoxymethane,COC,114.57221028,2.4060164159
1320239,je500512f,methoxymethane,COC,114.66434716,2.4079512904
1320240,je500512f,methoxymethane,COC,114.29579964,2.4002117924
1320241,je500512f,methoxymethane,COC,118.8565752,2.4959880792
1320242,je500512f,methoxymethane,COC,118.48802768,2.4882485813
1320243,je500512f,methoxymethane,COC,117.75093264,2.4727695854
1320244,je500512f,methoxymethane,COC,117.0138376,2.4572905896
1320245,je500512f,methoxymethane,COC,116.04640036,2.4369744076
1320246,je500512f,methoxymethane,COC,116.04640036,2.4369744076
1320247,je500512f,methoxymethane,COC,115.58571596,2.4273000352
1320248,je500512f,methoxymethane,COC,121.34427096,2.5482296902
1320249,je500512f,methoxymethane,COC,120.83751812,2.5375878805
1320250,je500512f,methoxymethane,COC,120.14649152,2.5230763219
1320251,je500512f,methoxymethane,COC,119.27119116,2.5046950144
1320252,je500512f,methoxymethane,COC,118.02734328,2.4785742089
1320253,je500512f,methoxymethane,COC,117.98127484,2.4776067716
1320254,je500512f,methoxymethane,COC,117.38238512,2.4650300875
1320255,je500512f,methoxymethane,COC,123.9241036,2.6024061756
1320256,je500512f,methoxymethane,COC,123.09487168,2.5849923053
1320257,je500512f,methoxymethane,COC,122.081366,2.563708686
1320258,je500512f,methoxymethane,COC,120.65324436,2.5337181316
1320259,je500512f,methoxymethane,COC,120.51503904,2.5308158198
1320260,je500512f,methoxymethane,COC,119.82401244,2.5163042612
1320261,je500512f,methoxymethane,COC,127.74778412,2.6827034665
1320262,je500512f,methoxymethane,COC,126.55000468,2.6575500983
1320263,je500512f,methoxymethane,COC,125.35222524,2.63239673
1320264,je500512f,methoxymethane,COC,123.9241036,2.6024061756
1320265,je500512f,methoxymethane,COC,123.64769296,2.5966015522
1320266,je500512f,methoxymethane,COC,122.86452948,2.5801551191
1320267,je500512f,methoxymethane,COC,130.65009584,2.7436520126
1320268,je500512f,methoxymethane,COC,129.12983732,2.7117265837
1320269,je500512f,methoxymethane,COC,127.74778412,2.6827034665
1320270,je500512f,methoxymethane,COC,127.19496284,2.6710942196
1320271,je500512f,methoxymethane,COC,126.27359404,2.6517454748
1320272,je500512f,methoxymethane,COC,133.46027068,2.8026656843
1320273,je500512f,methoxymethane,COC,131.94001216,2.7707402554
1320274,je500512f,methoxymethane,COC,131.0647118,2.7523589478
1320275,je500512f,methoxymethane,COC,129.9130008,2.7281730168
1320276,je500512f,methoxymethane,COC,136.8232668,2.8732886028
1320277,je500512f,methoxymethane,COC,135.6715558,2.8491026718
1320278,je500512f,methoxymethane,COC,134.15129728,2.8171772429
1320279,je500512f,methoxymethane,COC,144.00994344,3.0242088122
1320280,je500512f,methoxymethane,COC,142.30541116,2.9884136344
1320281,je500512f,methoxymethane,COC,140.41660512,2.9487487075
1339844,je5008444,octane,CCCCCCCC,248.16,0.05
1339845,je5008444,octane,CCCCCCCC,250.1,0.05
1339846,je5008444,octane,CCCCCCCC,252.24,0.05
1339847,je5008444,octane,CCCCCCCC,253.98,0.04
1339848,je5008444,octane,CCCCCCCC,256.5,0.05
1339849,je5008444,octane,CCCCCCCC,258.05,0.04
1339850,je5008444,octane,CCCCCCCC,260.87,0.05
1339851,je5008444,octane,CCCCCCCC,262.7,0.06
1339852,je5008444,octane,CCCCCCCC,264.78,0.05
1339853,je5008444,octane,CCCCCCCC,267.24,0.05
1339854,je5008444,octane,CCCCCCCC,269.31,0.06
1370598,je600557n,tetrahydropyran,C1CCOCC1,143.4,0.1434
1370599,je600557n,tetrahydropyran,C1CCOCC1,145.2,0.1452
1370600,je600557n,tetrahydropyran,C1CCOCC1,147.8,0.1478
1370601,je600557n,tetrahydropyran,C1CCOCC1,150.2,0.1502
1370602,je600557n,tetrahydropyran,C1CCOCC1,152.6,0.1526
1370603,je600557n,tetrahydropyran,C1CCOCC1,156,0.156
1370604,je600557n,tetrahydropyran,C1CCOCC1,157.6,0.1576
1370605,je600557n,tetrahydropyran,C1CCOCC1,159.9,0.1599
1405571,je7002836,ethanol,CCO,111.3,0.3339
1405572,je7002836,ethanol,CCO,113.3,0.3399
1405573,je7002836,ethanol,CCO,115.3,0.3459
1405574,je7002836,ethanol,CCO,117.5,0.3525
1405575,je7002836,ethanol,CCO,119.7,0.3591
1405576,je7002836,ethanol,CCO,122.1,0.3663
1481408,je800244q,hexylene glycol,OCCCCCCO,250.63,1.25315
1481409,je800244q,hexylene glycol,OCCCCCCO,254.33,1.27165
1481410,je800244q,hexylene glycol,OCCCCCCO,258.4,1.292
1481411,je800244q,hexylene glycol,OCCCCCCO,262.4,1.312
1481412,je800244q,hexylene glycol,OCCCCCCO,266.42,1.3321
1481413,je800244q,hexylene glycol,OCCCCCCO,270.35,1.35175
1481414,je800244q,hexylene glycol,OCCCCCCO,274.7,1.3735
1481415,je800244q,hexylene glycol,OCCCCCCO,279.12,1.3956
1481416,je800244q,hexylene glycol,OCCCCCCO,283.62,1.4181
