,filename,components,smiles,"Speed of sound, m/s","Speed of sound, m/s_std"
274444,j.jct.2012.04.020,water,O,1536.42,0.1
280099,j.jct.2012.05.023,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1489.5,0.1
280100,j.jct.2012.05.023,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1450.1,0.1
280101,j.jct.2012.05.023,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1411.5,0.1
280102,j.jct.2012.05.023,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1373.6,0.1
280103,j.jct.2012.05.023,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1336.4,0.1
280104,j.jct.2012.05.023,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1299.8,0.1
281035,j.jct.2012.05.033,water,O,1496.69,0.05
281036,j.jct.2012.05.033,water,O,1523.2,0.05
288727,j.jct.2012.07.019,water,O,1497.0,1e-05
293020,j.jct.2012.08.023,water,O,1467.33,0.01
293021,j.jct.2012.08.023,water,O,1497.73,0.01
293022,j.jct.2012.08.023,water,O,1520.78,0.01
293892,j.jct.2012.08.026,"1,2-butanediol",CCC(O)CO,1422.61,0.02
293895,j.jct.2012.08.026,"1,3-butanediol",CC(O)CCO,1496.03,0.02
293898,j.jct.2012.08.026,"1,4-butanediol",OCCCCO,1577.76,0.02
294214,j.jct.2012.08.030,methanol,CO,1104.3,0.01
294217,j.jct.2012.08.030,1-propanol,CCCO,1205.93,0.01
294220,j.jct.2012.08.030,2-propanol,CC(C)O,1138.71,0.01
294223,j.jct.2012.08.030,1-butanol,CCCCO,1239.28,0.01
296634,j.jct.2012.09.015,hexane,CCCCCC,1077.0,0.5
296635,j.jct.2012.09.015,hexane,CCCCCC,1054.0,0.5
296636,j.jct.2012.09.015,hexane,CCCCCC,1032.0,0.5
296637,j.jct.2012.09.015,hexane,CCCCCC,1010.0,0.5
296638,j.jct.2012.09.015,hexane,CCCCCC,988.0,0.5
296639,j.jct.2012.09.015,hexane,CCCCCC,965.0,0.5
296646,j.jct.2012.09.015,cyclohexane,C1CCCCC1,1254.0,0.5
296647,j.jct.2012.09.015,cyclohexane,C1CCCCC1,1229.0,0.5
296648,j.jct.2012.09.015,cyclohexane,C1CCCCC1,1205.0,0.5
296649,j.jct.2012.09.015,cyclohexane,C1CCCCC1,1181.0,0.5
296650,j.jct.2012.09.015,cyclohexane,C1CCCCC1,1157.0,0.5
296651,j.jct.2012.09.015,cyclohexane,C1CCCCC1,1134.0,0.5
296658,j.jct.2012.09.015,heptane,CCCCCCC,1131.0,0.5
296659,j.jct.2012.09.015,heptane,CCCCCCC,1109.0,0.5
296660,j.jct.2012.09.015,heptane,CCCCCCC,1088.0,0.5
296661,j.jct.2012.09.015,heptane,CCCCCCC,1066.0,0.5
296662,j.jct.2012.09.015,heptane,CCCCCCC,1045.0,0.5
296663,j.jct.2012.09.015,heptane,CCCCCCC,1024.0,0.5
298538,j.jct.2012.09.027,1-hexanol,CCCCCCO,1320.79,0.5
298539,j.jct.2012.09.027,1-hexanol,CCCCCCO,1465.73,0.5
298540,j.jct.2012.09.027,1-hexanol,CCCCCCO,1525.8,0.5
298541,j.jct.2012.09.027,1-hexanol,CCCCCCO,1581.37,0.5
298542,j.jct.2012.09.027,1-hexanol,CCCCCCO,1633.75,0.5
298543,j.jct.2012.09.027,1-hexanol,CCCCCCO,1682.67,0.5
298544,j.jct.2012.09.027,1-hexanol,CCCCCCO,1713.2,0.5
298545,j.jct.2012.09.027,1-hexanol,CCCCCCO,1269.05,0.5
298546,j.jct.2012.09.027,1-hexanol,CCCCCCO,1349.81,0.5
298547,j.jct.2012.09.027,1-hexanol,CCCCCCO,1419.69,0.5
298548,j.jct.2012.09.027,1-hexanol,CCCCCCO,1482.88,0.5
298549,j.jct.2012.09.027,1-hexanol,CCCCCCO,1540.4,0.5
298550,j.jct.2012.09.027,1-hexanol,CCCCCCO,1594.13,0.5
298551,j.jct.2012.09.027,1-hexanol,CCCCCCO,1643.48,0.5
298552,j.jct.2012.09.027,1-hexanol,CCCCCCO,1675.87,0.5
298553,j.jct.2012.09.027,1-hexanol,CCCCCCO,1302.75,0.5
298554,j.jct.2012.09.027,1-hexanol,CCCCCCO,1381.46,0.5
298555,j.jct.2012.09.027,1-hexanol,CCCCCCO,1449.11,0.5
298556,j.jct.2012.09.027,1-hexanol,CCCCCCO,1510.11,0.5
298557,j.jct.2012.09.027,1-hexanol,CCCCCCO,1566.83,0.5
298558,j.jct.2012.09.027,1-hexanol,CCCCCCO,1619.35,0.5
298559,j.jct.2012.09.027,1-hexanol,CCCCCCO,1668.5,0.5
298560,j.jct.2012.09.027,1-hexanol,CCCCCCO,1699.28,0.5
298561,j.jct.2012.09.027,1-hexanol,CCCCCCO,1252.38,0.5
298562,j.jct.2012.09.027,1-hexanol,CCCCCCO,1334.05,0.5
298563,j.jct.2012.09.027,1-hexanol,CCCCCCO,1404.76,0.5
298564,j.jct.2012.09.027,1-hexanol,CCCCCCO,1469.3,0.5
298565,j.jct.2012.09.027,1-hexanol,CCCCCCO,1527.64,0.5
298566,j.jct.2012.09.027,1-hexanol,CCCCCCO,1581.73,0.5
298567,j.jct.2012.09.027,1-hexanol,CCCCCCO,1632.08,0.5
298568,j.jct.2012.09.027,1-hexanol,CCCCCCO,1664.3,0.5
298569,j.jct.2012.09.027,1-hexanol,CCCCCCO,1235.52,0.5
298570,j.jct.2012.09.027,1-hexanol,CCCCCCO,1318.81,0.5
298571,j.jct.2012.09.027,1-hexanol,CCCCCCO,1390.85,0.5
298572,j.jct.2012.09.027,1-hexanol,CCCCCCO,1456.0,0.5
298573,j.jct.2012.09.027,1-hexanol,CCCCCCO,1514.43,0.5
298574,j.jct.2012.09.027,1-hexanol,CCCCCCO,1569.15,0.5
298575,j.jct.2012.09.027,1-hexanol,CCCCCCO,1620.49,0.5
298576,j.jct.2012.09.027,1-hexanol,CCCCCCO,1653.0,0.5
298590,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1321.71,0.5
298591,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1403.2,0.5
298592,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1472.37,0.5
298593,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1534.86,0.5
298594,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1592.44,0.5
298595,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1645.88,0.5
298596,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1695.72,0.5
298597,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1727.57,0.5
298598,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1265.89,0.5
298599,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1351.8,0.5
298600,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1424.12,0.5
298601,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1489.3,0.5
298602,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1549.01,0.5
298603,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1604.28,0.5
298604,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1655.77,0.5
298605,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1688.13,0.5
298606,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1302.28,0.5
298607,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1385.09,0.5
298608,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1455.32,0.5
298609,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1518.76,0.5
298610,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1577.16,0.5
298611,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1631.16,0.5
298612,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1681.56,0.5
298613,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1713.55,0.5
298614,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1247.84,0.5
298615,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1335.35,0.5
298616,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1409.02,0.5
298617,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1474.98,0.5
298618,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1535.15,0.5
298619,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1591.18,0.5
298620,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1643.09,0.5
298621,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1675.87,0.5
298622,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1284.05,0.5
298623,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1368.36,0.5
298624,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1439.59,0.5
298625,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1503.98,0.5
298626,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1562.96,0.5
298627,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1617.74,0.5
298628,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1668.49,0.5
298629,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1700.72,0.5
298630,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1229.47,0.5
298631,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1318.79,0.5
298632,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1393.2,0.5
298633,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1460.26,0.5
298634,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1521.19,0.5
298635,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1577.53,0.5
298636,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1630.31,0.5
298637,j.jct.2012.09.027,2-ethyl-1-butanol,CCC(CC)CO,1663.33,0.5
306144,j.jct.2012.11.015,1-octanol,CCCCCCCCO,1347.82,0.5
306150,j.jct.2012.11.015,1-nonanol,CCCCCCCCCO,1365.48,0.5
307952,j.jct.2012.11.032,water,O,1448.06,0.5
307953,j.jct.2012.11.032,water,O,1466.42,0.5
307954,j.jct.2012.11.032,water,O,1482.65,0.5
307955,j.jct.2012.11.032,water,O,1496.88,0.5
307956,j.jct.2012.11.032,water,O,1509.26,0.5
307957,j.jct.2012.11.032,water,O,1519.94,0.5
307958,j.jct.2012.11.032,water,O,1529.02,0.5
307959,j.jct.2012.11.032,water,O,1448.35,0.5
307960,j.jct.2012.11.032,water,O,1466.46,0.5
307961,j.jct.2012.11.032,water,O,1482.66,0.5
307962,j.jct.2012.11.032,water,O,1509.25,0.5
310606,j.jct.2012.12.007,methanol,CO,1118.0,0.1
310607,j.jct.2012.12.007,methanol,CO,1101.4,0.1
310608,j.jct.2012.12.007,methanol,CO,1086.6,0.1
310612,j.jct.2012.12.007,1-butanol,CCCCO,1256.2,0.1
310613,j.jct.2012.12.007,1-butanol,CCCCO,1239.6,0.1
310614,j.jct.2012.12.007,1-butanol,CCCCO,1223.8,0.1
311160,j.jct.2012.12.010,water,O,1412.2,1.0
311161,j.jct.2012.12.010,water,O,1430.6,1.0
311162,j.jct.2012.12.010,water,O,1447.3,1.0
327520,j.jct.2013.04.017,water,O,1465.96,0.42
327521,j.jct.2013.04.017,water,O,1482.38,0.42
327522,j.jct.2013.04.017,water,O,1496.73,0.42
327523,j.jct.2013.04.017,water,O,1509.17,0.42
327524,j.jct.2013.04.017,water,O,1519.85,0.42
327525,j.jct.2013.04.017,water,O,1528.89,0.42
327526,j.jct.2013.04.017,water,O,1536.43,0.42
327527,j.jct.2013.04.017,water,O,1542.57,0.42
327755,j.jct.2013.04.021,2-butoxyethanol,CCCCOCCO,1306.04,0.5
327758,j.jct.2013.04.021,1-hexanol,CCCCCCO,1303.54,0.5
327761,j.jct.2013.04.021,1-octanol,CCCCCCCCO,1347.32,0.5
328581,j.jct.2013.05.003,water,O,1447.28,0.5
328582,j.jct.2013.05.003,water,O,1465.94,0.5
328583,j.jct.2013.05.003,water,O,1482.36,0.5
328584,j.jct.2013.05.003,water,O,1496.7,0.5
328585,j.jct.2013.05.003,water,O,1509.14,0.5
330849,j.jct.2013.05.009,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,1082.7,0.5
330850,j.jct.2013.05.009,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,1041.1,0.5
330851,j.jct.2013.05.009,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,1000.1,0.5
330852,j.jct.2013.05.009,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,959.4,0.5
330858,j.jct.2013.05.009,toluene,Cc1ccccc1,1305.4,0.5
330859,j.jct.2013.05.009,toluene,Cc1ccccc1,1262.7,0.5
330860,j.jct.2013.05.009,toluene,Cc1ccccc1,1220.4,0.5
330861,j.jct.2013.05.009,toluene,Cc1ccccc1,1178.6,0.5
330867,j.jct.2013.05.009,1-butanol,CCCCO,1239.9,0.5
330868,j.jct.2013.05.009,1-butanol,CCCCO,1206.6,0.5
330869,j.jct.2013.05.009,1-butanol,CCCCO,1173.4,0.5
330870,j.jct.2013.05.009,1-butanol,CCCCO,1140.4,0.5
331756,j.jct.2013.05.012,water,O,1496.9,0.3
331757,j.jct.2013.05.012,water,O,1508.4,0.3
331758,j.jct.2013.05.012,water,O,1519.8,0.3
331759,j.jct.2013.05.012,water,O,1526.8,0.3
331760,j.jct.2013.05.012,water,O,1533.0,0.3
337725,j.jct.2013.05.037,water,O,1482.57,0.2
337726,j.jct.2013.05.037,water,O,1496.58,0.2
337727,j.jct.2013.05.037,water,O,1509.01,0.2
337728,j.jct.2013.05.037,water,O,1519.54,0.2
342089,j.jct.2013.06.020,2-hydroxymethylfuran,OCc1occc1,1449.8,0.5
342091,j.jct.2013.06.020,"furfuryl alcohol, tetrahydro-",OCC1CCCO1,1485.17,0.5
346558,j.jct.2013.08.010,water,O,1463.12,1.0
346559,j.jct.2013.08.010,water,O,1495.85,1.0
346560,j.jct.2013.08.010,water,O,1519.14,1.0
346561,j.jct.2013.08.010,water,O,1536.14,1.0
348738,j.jct.2013.08.016,water,O,1426.2,1.0
348739,j.jct.2013.08.016,water,O,1465.9,1.0
348740,j.jct.2013.08.016,water,O,1496.7,1.0
350191,j.jct.2013.08.021,methanol,CO,1102.7,0.5
350192,j.jct.2013.08.021,methanol,CO,1086.3,0.5
350193,j.jct.2013.08.021,methanol,CO,1070.1,0.5
350200,j.jct.2013.08.021,ethanol,CCO,1143.9,0.5
350201,j.jct.2013.08.021,ethanol,CCO,1128.0,0.5
350202,j.jct.2013.08.021,ethanol,CCO,1111.8,0.5
350209,j.jct.2013.08.021,1-propanol,CCCO,1206.6,0.5
350210,j.jct.2013.08.021,1-propanol,CCCO,1189.5,0.5
350211,j.jct.2013.08.021,1-propanol,CCCO,1172.4,0.5
351886,j.jct.2013.08.033,1-butanol,CCCCO,1240.25,0.5
351900,j.jct.2013.08.033,"1,2-butanediol",CCC(O)CO,1449.92,0.5
352537,j.jct.2013.09.005,1-propanol,CCCO,1189.2,0.5
352540,j.jct.2013.09.005,1-butanol,CCCCO,1228.4,0.5
352543,j.jct.2013.09.005,1-pentanol,CCCCCO,1252.4,0.5
353026,j.jct.2013.09.008,water,O,1483.6,1.0
353027,j.jct.2013.09.008,water,O,1496.9,1.0
353028,j.jct.2013.09.008,water,O,1508.4,1.0
353029,j.jct.2013.09.008,water,O,1519.8,1.0
353030,j.jct.2013.09.008,water,O,1526.8,1.0
353031,j.jct.2013.09.008,water,O,1533.0,1.0
354629,j.jct.2013.09.015,water,O,1496.83,0.5
359530,j.jct.2013.10.018,1-octanol,CCCCCCCCO,1349.0,1.1
359531,j.jct.2013.10.018,1-octanol,CCCCCCCCO,1332.0,1.1
359532,j.jct.2013.10.018,1-octanol,CCCCCCCCO,1315.0,1.1
359533,j.jct.2013.10.018,1-octanol,CCCCCCCCO,1299.0,1.1
359534,j.jct.2013.10.018,1-octanol,CCCCCCCCO,1282.0,1.1
359535,j.jct.2013.10.018,1-octanol,CCCCCCCCO,1265.0,1.1
361477,j.jct.2013.10.025,tetrahydrofuran,C1CCOC1,1280.1,0.5
361480,j.jct.2013.10.025,1-hexanol,CCCCCCO,1303.5,0.5
361483,j.jct.2013.10.025,1-octanol,CCCCCCCCO,1347.9,0.5
369802,j.jct.2013.11.015,water,O,1463.12,0.5
369803,j.jct.2013.11.015,water,O,1481.14,0.5
369804,j.jct.2013.11.015,water,O,1495.85,0.5
369805,j.jct.2013.11.015,water,O,1508.84,0.5
369806,j.jct.2013.11.015,water,O,1519.14,0.5
371613,j.jct.2013.11.021,water,O,1497.0,0.5
371614,j.jct.2013.11.021,water,O,1509.16,0.5
371615,j.jct.2013.11.021,water,O,1519.76,0.5
371616,j.jct.2013.11.021,water,O,1528.86,0.5
371617,j.jct.2013.11.021,water,O,1536.42,0.5
373316,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1367.15,0.5
373317,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1345.04,0.5
373318,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1322.98,0.5
373319,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1301.09,0.5
373320,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1279.36,0.5
373321,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1257.75,0.5
373322,j.jct.2013.11.027,"1,4-dioxane",C1COCCO1,1236.29,0.5
373340,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1304.63,0.5
373341,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1280.48,0.5
373342,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1256.43,0.5
373343,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1232.53,0.5
373344,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1208.78,0.5
373345,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1185.25,0.5
373346,j.jct.2013.11.027,tetrahydrofuran,C1CCOC1,1161.74,0.5
384538,j.jct.2014.01.030,methanol,CO,1137.0,1.0
384539,j.jct.2014.01.030,methanol,CO,1104.0,1.0
384540,j.jct.2014.01.030,methanol,CO,1071.0,1.0
384545,j.jct.2014.01.030,ethanol,CCO,1179.0,1.0
384546,j.jct.2014.01.030,ethanol,CCO,1145.0,1.0
384547,j.jct.2014.01.030,ethanol,CCO,1111.0,1.0
384552,j.jct.2014.01.030,1-propanol,CCCO,1243.0,1.0
384553,j.jct.2014.01.030,1-propanol,CCCO,1208.0,1.0
384554,j.jct.2014.01.030,1-propanol,CCCO,1174.0,1.0
384559,j.jct.2014.01.030,2-propanol,CC(C)O,1177.0,1.0
384560,j.jct.2014.01.030,2-propanol,CC(C)O,1141.0,1.0
384561,j.jct.2014.01.030,2-propanol,CC(C)O,1106.0,1.0
384566,j.jct.2014.01.030,butan-2-ol,CCC(C)O,1249.0,1.0
384567,j.jct.2014.01.030,butan-2-ol,CCC(C)O,1213.0,1.0
384568,j.jct.2014.01.030,butan-2-ol,CCC(C)O,1177.0,1.0
384573,j.jct.2014.01.030,1-pentanol,CCCCCO,1310.0,1.0
384574,j.jct.2014.01.030,1-pentanol,CCCCCO,1276.0,1.0
384575,j.jct.2014.01.030,1-pentanol,CCCCCO,1243.0,1.0
392865,j.jct.2014.03.021,water,O,1482.59,0.5
392866,j.jct.2014.03.021,water,O,1496.8,0.5
392867,j.jct.2014.03.021,water,O,1509.14,0.5
392868,j.jct.2014.03.021,water,O,1519.76,0.5
392869,j.jct.2014.03.021,water,O,1528.76,0.5
392870,j.jct.2014.03.021,water,O,1536.25,0.5
392871,j.jct.2014.03.021,water,O,1542.35,0.5
405248,j.jct.2014.06.030,tetrahydropyran,C1CCOCC1,1269.8,0.5
405249,j.jct.2014.06.030,tetrahydropyran,C1CCOCC1,1246.8,0.5
405250,j.jct.2014.06.030,tetrahydropyran,C1CCOCC1,1224.4,0.5
405266,j.jct.2014.06.030,cyclohexane,C1CCCCC1,1253.6,0.5
405267,j.jct.2014.06.030,cyclohexane,C1CCCCC1,1229.1,0.5
405268,j.jct.2014.06.030,cyclohexane,C1CCCCC1,1205.1,0.5
417509,j.jct.2014.09.011,water,O,1426.2,1.0
417510,j.jct.2014.09.011,water,O,1465.9,1.0
417511,j.jct.2014.09.011,water,O,1496.7,1.0
429620,j.jct.2014.12.022,benzene,c1ccccc1,1322.6,0.5
429621,j.jct.2014.12.022,benzene,c1ccccc1,1299.4,0.5
429622,j.jct.2014.12.022,benzene,c1ccccc1,1276.2,0.5
436246,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1305.0,1.0
436247,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1280.82,1.0
436248,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1256.8,1.0
436249,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1232.88,1.0
436250,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1209.17,1.0
436251,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1185.68,1.0
436252,j.jct.2015.02.011,tetrahydrofuran,C1CCOC1,1162.31,1.0
440921,j.jct.2015.03.004,cyclohexane,C1CCCCC1,1253.71,0.5
440925,j.jct.2015.03.004,hexane,CCCCCC,1077.21,0.5
443105,j.jct.2015.03.023,1-butanol,CCCCO,1256.3,0.5
443106,j.jct.2015.03.023,1-butanol,CCCCO,1239.5,0.5
443107,j.jct.2015.03.023,1-butanol,CCCCO,1205.9,0.5
452597,j.jct.2015.06.009,methyl tert-butyl ether,COC(C)(C)C,1036.27,0.5
452598,j.jct.2015.06.009,methyl tert-butyl ether,COC(C)(C)C,990.46,0.5
452599,j.jct.2015.06.009,methyl tert-butyl ether,COC(C)(C)C,944.87,0.5
452605,j.jct.2015.06.009,toluene,Cc1ccccc1,1305.33,0.5
452606,j.jct.2015.06.009,toluene,Cc1ccccc1,1262.52,0.5
452607,j.jct.2015.06.009,toluene,Cc1ccccc1,1220.25,0.5
452608,j.jct.2015.06.009,toluene,Cc1ccccc1,1178.53,0.5
452614,j.jct.2015.06.009,1-butanol,CCCCO,1240.02,0.5
452615,j.jct.2015.06.009,1-butanol,CCCCO,1206.63,0.5
452616,j.jct.2015.06.009,1-butanol,CCCCO,1173.37,0.5
452617,j.jct.2015.06.009,1-butanol,CCCCO,1140.42,0.5
455231,j.jct.2015.06.029,water,O,1498.0,0.5
455668,j.jct.2015.06.036,methanol,CO,1169.0,1.0
455669,j.jct.2015.06.036,methanol,CO,1135.0,1.0
455670,j.jct.2015.06.036,methanol,CO,1102.0,1.0
455671,j.jct.2015.06.036,methanol,CO,1070.0,1.0
455672,j.jct.2015.06.036,methanol,CO,1037.0,1.0
504920,j.fluid.2006.02.023,"1,3-dioxolane",C1COCO1,1288.5,0.2
504923,j.fluid.2006.02.023,water,O,1505.2,0.2
504926,j.fluid.2006.02.023,methanol,CO,1088.5,0.2
504929,j.fluid.2006.02.023,ethanol,CCO,1144.3,0.2
504932,j.fluid.2006.02.023,1-propanol,CCCO,1182.6,0.2
504935,j.fluid.2006.02.023,2-propanol,CC(C)O,1126.6,0.2
504938,j.fluid.2006.02.023,1-butanol,CCCCO,1196.6,0.2
504944,j.fluid.2006.02.023,2-methyl-2-propanol,CC(C)(C)O,1078.8,0.2
504947,j.fluid.2006.02.023,3-methyl-1-butanol,CC(C)CCO,1197.0,0.2
518148,j.fluid.2007.01.001,toluene,Cc1ccccc1,1306.0,1.306
518149,j.fluid.2007.01.001,toluene,Cc1ccccc1,1270.0,1.27
518154,j.fluid.2007.01.001,2-hexanol,CCCCC(C)O,1290.0,1.29
518155,j.fluid.2007.01.001,2-hexanol,CCCCC(C)O,1255.0,1.255
518160,j.fluid.2007.01.001,2-heptanol,CCCCCC(C)O,1314.0,1.314
518161,j.fluid.2007.01.001,2-heptanol,CCCCCC(C)O,1274.0,1.274
518166,j.fluid.2007.01.001,2-octanol,CCCCCCC(C)O,1328.0,1.328
518167,j.fluid.2007.01.001,2-octanol,CCCCCCC(C)O,1292.0,1.292
528847,j.fluid.2007.07.016,1-propanol,CCCO,1227.3,0.0
528848,j.fluid.2007.07.016,1-propanol,CCCO,1209.9,0.0
528849,j.fluid.2007.07.016,1-propanol,CCCO,1192.5,0.0
528850,j.fluid.2007.07.016,1-propanol,CCCO,1175.1,0.0
528851,j.fluid.2007.07.016,1-propanol,CCCO,1157.7,0.0
528852,j.fluid.2007.07.016,1-propanol,CCCO,1140.3,0.0
528859,j.fluid.2007.07.016,2-propanol,CC(C)O,1141.2,0.0
528860,j.fluid.2007.07.016,2-propanol,CC(C)O,1128.2,0.0
528861,j.fluid.2007.07.016,2-propanol,CC(C)O,1115.1,0.0
528862,j.fluid.2007.07.016,2-propanol,CC(C)O,1102.3,0.0
528863,j.fluid.2007.07.016,2-propanol,CC(C)O,1089.0,0.0
528864,j.fluid.2007.07.016,2-propanol,CC(C)O,1075.5,0.0
528871,j.fluid.2007.07.016,2-methyl-1-propanol,CC(C)CO,1230.9,0.0
528872,j.fluid.2007.07.016,2-methyl-1-propanol,CC(C)CO,1211.4,0.0
528873,j.fluid.2007.07.016,2-methyl-1-propanol,CC(C)CO,1192.5,0.0
528874,j.fluid.2007.07.016,2-methyl-1-propanol,CC(C)CO,1175.2,0.0
528875,j.fluid.2007.07.016,2-methyl-1-propanol,CC(C)CO,1156.8,0.0
528876,j.fluid.2007.07.016,2-methyl-1-propanol,CC(C)CO,1137.2,0.0
528883,j.fluid.2007.07.016,2-methyl-2-propanol,CC(C)(C)O,1141.5,0.0
528884,j.fluid.2007.07.016,2-methyl-2-propanol,CC(C)(C)O,1123.5,0.0
528885,j.fluid.2007.07.016,2-methyl-2-propanol,CC(C)(C)O,1104.3,0.0
528886,j.fluid.2007.07.016,2-methyl-2-propanol,CC(C)(C)O,1084.3,0.0
528887,j.fluid.2007.07.016,2-methyl-2-propanol,CC(C)(C)O,1065.3,0.0
528888,j.fluid.2007.07.016,2-methyl-2-propanol,CC(C)(C)O,1046.3,0.0
530129,j.fluid.2007.07.066,water,O,1447.59,0.01
530130,j.fluid.2007.07.066,water,O,1466.25,0.01
530131,j.fluid.2007.07.066,water,O,1482.66,0.01
530132,j.fluid.2007.07.066,water,O,1497.0,0.01
530133,j.fluid.2007.07.066,water,O,1509.44,0.01
536277,j.fluid.2007.12.007,1-butanol,CCCCO,1262.4,0.37872
536278,j.fluid.2007.12.007,1-butanol,CCCCO,1242.6,0.37278
536279,j.fluid.2007.12.007,1-butanol,CCCCO,1224.6,0.36738
536280,j.fluid.2007.12.007,1-butanol,CCCCO,1207.6,0.36228
536281,j.fluid.2007.12.007,1-butanol,CCCCO,1189.2,0.35676
536282,j.fluid.2007.12.007,1-butanol,CCCCO,1170.0,0.351
536301,j.fluid.2007.12.007,"1,3-butanediol",CC(O)CCO,1539.6,0.46188
536302,j.fluid.2007.12.007,"1,3-butanediol",CC(O)CCO,1523.4,0.45702
536303,j.fluid.2007.12.007,"1,3-butanediol",CC(O)CCO,1506.3,0.45189
